"cell","arm","iteration","sigma_generated","sd_pred_control","sd_obs_control","sd_pred_floor","sd_obs_floor","control_ratio","gradient"
"p1","beta_ll",60,0.0114227536859671,0.0132738044238706,0.0120790952637622,0.00363629039079523,0,1.16204943123106,3.6503697442513
"p1","beta_ll",61,0.0114227536859671,0.0126890079454396,0.0116122291663316,0.00322580844779612,0,1.11085367804333,3.93359002891468
"p1","beta_ll",62,0.0114227536859671,0.0183607462885183,0.0199626811223403,0.000610433471393136,0,1.60738354282072,30.0782102374158
"p1","beta_ll",63,0.0114227536859671,0.0161675595731472,0.00683231739508801,0.00276132343969774,0,1.41538196634749,5.85500392337845
"p1","beta_ll",64,0.0114227536859671,0.0146380732126326,0.0125644765338004,0.00190591704868573,0,1.28148374858293,7.68033069578061
"p1","beta_ll",65,0.0114227536859671,0.0114665142801603,0.00824908419202704,0.00482484650454798,0,1.00383100217305,2.37655524778908
"p1","beta_ll",66,0.0114227536859671,0.0148939315875074,0.0116644941667551,0.00438716183267049,0,1.30388275865605,3.39488994378887
"p1","beta_ll",67,0.0114227536859671,0.012154093597046,0.0127481017422678,0.00203699700433148,0,1.06402483421991,5.96667229809445
"p1","beta_ll",68,0.0114227536859671,0.014316412069393,0.0133632747705514,0.00312914022301269,0,1.25332406379214,4.57519032356095
"p1","beta_ll",69,0.0114227536859671,0.0186065231778033,0.0164055127325486,0.000664942639292132,0,1.62889997362557,27.9821477497833
"p1","beta_ll",70,0.0114227536859671,0.0122710509184726,0.0120473421930646,0.00599596638483756,0,1.07426381202175,2.04655098626024
"p1","beta_ll",71,0.0114227536859671,0.0120105109855436,0.0142374718505602,0.00289080783983476,0,1.0514549569863,4.15472478662925
"p1","beta_ll",72,0.0114227536859671,0.0157406065343881,0.0104695096919973,0.00214234889436294,0,1.37800454838884,7.34735904866177
"p1","beta_ll",73,0.0114227536859671,0.0125605012467907,0.0124279714131991,0.00374314704503541,0,1.0996036150391,3.35559920453829
"p1","beta_ll",74,0.0114227536859671,0.0109084961893694,0.010507595792382,0.00483907264905903,0,0.954979551276722,2.25425344492206
"p1","beta_ll",75,0.0114227536859671,0.0133469469145421,0.015139010445667,0.00222154857195886,0,1.16845265874364,6.00794737644352
"p1","beta_ll",76,0.0114227536859671,0.0129341701667114,0.00939349022530423,0.00555593537621637,0,1.13231629800448,2.32799147054148
"p1","beta_ll",77,0.0114227536859671,0.0141373690834914,0.00784654395683896,0.00189236196625036,0,1.2376498235149,7.47075313054615
"p1","beta_ll",78,0.0114227536859671,0.012877378392903,0.0090101510383195,0.00266040100543232,0,1.12734448688348,4.84038998880561
"p1","beta_ll",79,0.0114227536859671,0.0123456976959201,0.0118509517807464,0.00143513394891799,0,1.08079873166545,8.6024706650052
"p1","beta_ll",80,0.0114227536859671,0.0118065815201388,0.00914999927790474,0.00287117487802619,0,1.0336020406921,4.11210811661021
"p1","beta_ll",81,0.0114227536859671,0.0112455096025945,0.010271054720711,0.00166556159320206,0,0.984483243861733,6.75178249095844
"p1","beta_ll",82,0.0114227536859671,0.0150168260059502,0.0121605479447573,0.000697941546790935,0,1.31464149703223,21.5158791950359
"p1","beta_ll",83,0.0114227536859671,0.0156131279537432,0.00835173082096939,0.00191613718544418,0,1.36684449152782,8.14823075944008
"p1","beta_ll",84,0.0114227536859671,0.0132907180241372,0.00595439171093657,0.00139749642323226,0,1.16353012500522,9.51037713098198
"p1","beta_ll",85,0.0114227536859671,0.0132897938267431,0.0101335765006148,0.00320889572457698,0,1.16344921654659,4.14154742547611
"p1","beta_ll",86,0.0114227536859671,0.0149013029973843,0.013431249515837,0.00372736740717238,0,1.30452808552552,3.99780900823205
"p1","beta_ll",87,0.0114227536859671,0.0127015749734246,0.0144262882497951,0.00176365115424735,0,1.11195385303883,7.20186355608693
"p1","beta_ll",88,0.0114227536859671,0.0118247492229706,0.00948110790811573,0.00251733634507101,0,1.03519252432951,4.69732590407461
"p1","beta_ll",89,0.0114227536859671,0.0121102060214763,0.0104752798881047,0.0022492960986249,0,1.06018271551751,5.38399814452168
"p1","beta_ll",90,0.0114227536859671,0.0148969633024692,0.0127716685813535,0.00382121455748791,0,1.30414816882291,3.898489100351
"p1","beta_ll",91,0.0114227536859671,0.0143510626394242,0.00770817570057689,0.00666153476406963,0,1.25635753286482,2.15431775824838
"p1","beta_ll",92,0.0114227536859671,0.012027908047082,0.0139456908553295,0.00487460693412419,0,1.05297797516708,2.46746213789708
"p1","beta_ll",93,0.0114227536859671,0.017526182285805,0.0121401590842408,0.00103961532830785,0,1.53432200042411,16.8583338554
"p1","beta_ll",94,0.0114227536859671,0.0153601066817569,0.0108764239730847,0.00400773143189727,0,1.34469385439229,3.83261876270121
"p1","beta_ll",95,0.0114227536859671,0.0130609716222553,0.0120969373274638,0.00174101533852142,0,1.14341707624325,7.50192794587756
"p1","beta_ll",96,0.0114227536859671,0.0156926688365934,0.0144411738648856,0.000310225382845421,0,1.37380786349896,50.5847351775618
"p1","beta_ll",97,0.0114227536859671,0.0139278751944513,0.010795108397496,0.00390702517470741,0,1.21930977217531,3.56482862834235
"p1","beta_ll",98,0.0114227536859671,0.0123476234295833,0.00567180027468258,0.000351441124117959,0,1.08096731918087,35.134258862201
"p1","beta_ll",99,0.0114227536859671,0.0165726463666132,0.0124819827637888,0.0036446773587061,0,1.45084511337864,4.54708187736451
"p1","beta_ll",100,0.0114227536859671,0.0153205748516088,0.0114674098907402,0.000399508912518834,0,1.34123305752711,38.3485183221951
"p1","beta_pw",1,0.0114227536859671,0.0307343062604556,0.00976492115164585,3.84201113914468e-06,0,2.69062146531381,7999.53595847663
"p1","beta_pw",2,0.0114227536859671,0.0130360487011923,0.0107920553022192,0.00131807592147004,0,1.1412352099658,9.89021079047807
"p1","beta_pw",3,0.0114227536859671,0.015262748560312,0.0127990377912482,0.00029769883884008,0,1.33617068002283,51.2690899963873
"p1","beta_pw",4,0.0114227536859671,0.0154343356869858,0.0103944093174124,0.000261933041744673,0,1.35119220034893,58.9247373457788
"p1","beta_pw",5,0.0114227536859671,0.0125943934207797,0.00836956383112482,0.000810721141469016,0,1.10257069066034,15.5348032468462
"p1","beta_pw",6,0.0114227536859671,0.0203517288596765,0.0100044779960717,0.000192438213008023,0,1.7816832454926,105.757211842473
"p1","beta_pw",7,0.0114227536859671,0.0172194590412476,0.0133037353491961,0.000110294034886808,0,1.50747004747216,156.123212455865
"p1","beta_pw",8,0.0114227536859671,0.0189420164487387,0.00857220998630632,8.23723922937557e-05,0,1.65827058601544,229.955885962227
"p1","beta_pw",9,0.0114227536859671,0.0138745902867275,0.0112258064670464,0.00582173058117205,0,1.21464496811942,2.38324156250017
"p1","beta_pw",10,0.0114227536859671,0.0282947228021258,0.011181959588185,5.66559136171379e-09,0,2.47704919321563,4994134.06221497
"p1","beta_pw",11,0.0114227536859671,0.013665000783422,0.0111448726333246,0.00204602330017608,0,1.19629654627058,6.67880995404401
"p1","beta_pw",12,0.0114227536859671,0.0124100763478837,0.0103892484574265,0.00107743767831411,0,1.08643473273257,11.5181384479723
"p1","beta_pw",13,0.0114227536859671,0.0172851754297725,0.0164612845207562,0.000428715811113748,0,1.51322316010432,40.3184930009178
"p1","beta_pw",14,0.0114227536859671,0.0156394949810319,0.0063827542565294,8.06319394781408e-05,0,1.36915278145628,193.961537850292
"p1","beta_pw",15,0.0114227536859671,0.0163920604915784,0.00993916991253313,0.000899081142576558,0,1.43503580154373,18.2320145705676
"p1","beta_pw",16,0.0114227536859671,0.0262783023137621,0.0141232405948613,7.52508872229895e-05,0,2.30052253915315,349.209202489429
"p1","beta_pw",17,0.0114227536859671,0.0146470757127561,0.0119632386592884,0.000843251496150489,0,1.28227186853814,17.3697595315527
"p1","beta_pw",18,0.0114227536859671,0.0156009008751911,0.00979949781971397,0.000702193876005378,0,1.36577407725747,22.2173696015994
"p1","beta_pw",19,0.0114227536859671,0.0342722925329948,0.00988165623474451,2.50585201037558e-06,0,3.00035293373246,13676.902064084
"p1","beta_pw",20,0.0114227536859671,0.0123155773817219,0.00748998748759456,0.00631477557712257,0,1.078161861868,1.95027950420586
"p1","beta_pw",21,0.0114227536859671,0.0144258353184985,0.0159660804642155,0.00359152840324218,0,1.26290347451164,4.01662849317184
"p1","beta_pw",22,0.0114227536859671,0.0113980394950965,0.00807527363318291,0.000638586365349592,0,0.997836406916399,17.8488613499549
"p1","beta_pw",23,0.0114227536859671,0.0144276497352603,0.0137824978957388,0.000115661114701977,0,1.26306231683737,124.740711452037
"p1","beta_pw",24,0.0114227536859671,0.016637512896844,0.00909683207692748,6.30737454341684e-05,0,1.45652382553633,263.778736815448
"p1","beta_pw",25,0.0114227536859671,0.0285403921856549,0.0165893093669711,1.06091117899837e-05,0,2.49855621247587,2690.17734478023
"p1","beta_pw",26,0.0114227536859671,0.0216604157678028,0.00835283769277066,0.000192596974197223,0,1.89625167129469,112.464984759429
"p1","beta_pw",27,0.0114227536859671,0.0175161795542124,0.0142688299587179,0.000115767673627907,0,1.53344631564025,151.304582750032
"p1","beta_pw",28,0.0114227536859671,0.0166488964511404,0.0119813521472133,0.00253287910037063,0,1.45752039384283,6.57311138486801
"p1","beta_pw",29,0.0114227536859671,0.0152212100119209,0.00801022803757802,0.00119762979977938,0,1.33253420588244,12.7094449509564
"p1","beta_pw",30,0.0114227536859671,0.0133130062106886,0.00791790368219541,0.00183722989794846,0,1.16548133459655,7.24623860386477
"p1","beta_pw",31,0.0114227536859671,0.0143586526493849,0.0092134046920315,0.000277193583767803,0,1.25702199698348,51.8000902265209
"p1","beta_pw",32,0.0114227536859671,0.0293988665150442,0.0119547586769807,4.03524674726848e-06,0,2.57371097401503,7285.51891775758
"p1","beta_pw",33,0.0114227536859671,0.0123213147076085,0.0085223511791766,0.00888958159346128,0,1.07866413356573,1.38603989153679
"p1","beta_pw",34,0.0114227536859671,0.0304148832307595,0.0101803654593555,4.27827039651984e-06,0,2.66265771519911,7109.15402997915
"p1","beta_pw",35,0.0114227536859671,0.0202614201450985,0.0133698178249944,5.52728545870908e-05,0,1.77377720837924,366.570901692323
"p1","beta_pw",36,0.0114227536859671,0.0123935580049442,0.0127638871389823,0.00132531153224,0,1.08498864158909,9.35142998717975
"p1","beta_pw",37,0.0114227536859671,0.0138547082947623,0.0112388881358594,0.00112423709701506,0,1.21290440778591,12.323653374851
"p1","beta_pw",38,0.0114227536859671,0.0123267389303357,0.00755822606533433,0.0108122921429427,0,1.07913899478364,1.14006713538364
"p1","beta_pw",39,0.0114227536859671,0.0142271592642978,0.0103034886576889,0.00286214300466317,0,1.2455104658149,4.97080657434589
"p1","beta_pw",40,0.0114227536859671,0.0160057943791758,0.00878868439807552,2.88913343635674e-05,0,1.40122030284509,553.999831844368
"p1","beta_pw",41,0.0114227536859671,0.012288719546958,0.00825075874118119,0.00278962743381503,0,1.07581060441273,4.40514722432029
"p1","beta_pw",42,0.0114227536859671,0.0342099085279686,0.0117969844544478,3.06653530329259e-06,0,2.99489155316336,11155.8828268623
"p1","beta_pw",43,0.0114227536859671,0.0165633740500705,0.00946997168135741,9.63766640144672e-05,0,1.45003337246242,171.860836017152
"p1","beta_pw",44,0.0114227536859671,0.0286781999019427,0.00944313081549412,1.20317299705553e-05,0,2.51062052902129,2383.54750082702
"p1","beta_pw",45,0.0114227536859671,0.0335045771339336,0.0137342136294431,2.26829676086616e-06,0,2.93314362324857,14770.808525574
"p1","beta_pw",46,0.0114227536859671,0.0148219363983125,0.0112565902096086,0.00313898985965715,0,1.2975799711519,4.72188094291308
"p1","beta_pw",47,0.0114227536859671,0.0322523587135935,0.00934241068121774,3.64502968350832e-09,0,2.82351870663337,8848311.67754739
"p1","beta_pw",48,0.0114227536859671,0.0157782414564325,0.0118541210487772,0.000791377826967521,0,1.38129928125966,19.9376845278736
"p1","beta_pw",49,0.0114227536859671,0.0145712275648807,0.0107543623240523,0.00300225426111499,0,1.27563177544321,4.85342888962015
"p1","beta_pw",50,0.0114227536859671,0.0194188075820559,0.0103280180256801,0.000423022473095426,0,1.70001105827152,45.904907699018
"p1","beta_pw",51,0.0114227536859671,0.0114259276205045,0.010644150432857,0.0064581466328163,0,1.00027786071771,1.76922703526814
"p1","beta_pw",52,0.0114227536859671,0.0113976896285601,0.0103345393560886,0.00101519329014887,0,0.997805778002742,11.2271128455633
"p1","beta_pw",53,0.0114227536859671,0.0184644445601084,0.00847708537447304,9.51441000526691e-05,0,1.61646176287526,194.068203387146
"p1","beta_pw",54,0.0114227536859671,0.0194868476819956,0.0129808451011425,0.000247454045979533,0,1.70596759920817,78.7493597239763
"p1","beta_pw",55,0.0114227536859671,0.019629861163746,0.00963597194478649,0.000549062810605883,0,1.71848765222534,35.7515766585698
"p1","beta_pw",56,0.0114227536859671,0.0159653790195135,0.0111446421290103,0.00109144272812377,0,1.39768215777312,14.6277753363738
"p1","beta_pw",57,0.0114227536859671,0.0148298559950399,0.0106709012021709,0.000111724588365781,0,1.29827328880061,132.735830240767
"p1","beta_pw",58,0.0114227536859671,0.0155016359552853,0.0104473924839414,0.000683833737622756,0,1.35708397304663,22.668720629629
"p1","beta_pw",59,0.0114227536859671,0.0173971430788806,0.0114134594368401,0.000320060377545753,0,1.52302531921467,54.3558162753016
"p1","beta_pw",60,0.0114227536859671,0.0140647987702772,0.0120790952637622,0.00119399133960475,0,1.23129668702879,11.7796489000775
"p1","beta_pw",61,0.0114227536859671,0.0293598874802619,0.0116122291663316,3.71152623814636e-06,0,2.57029857137956,7910.46205695829
"p1","beta_pw",62,0.0114227536859671,0.0211100272700839,0.0199626811223403,2.42416121423777e-05,0,1.84806814980328,870.817796526852
"p1","beta_pw",63,0.0114227536859671,0.0205204599036191,0.00683231739508801,0.000774192846079042,0,1.79645473129903,26.5056180866906
"p1","beta_pw",64,0.0114227536859671,0.0293508001860841,0.0125644765338004,8.93060196657476e-07,0,2.56950302816575,32865.4219457295
"p1","beta_pw",65,0.0114227536859671,0.0115353758744076,0.00824908419202704,0.00394433207324238,0,1.00985946047132,2.92454480510438
"p1","beta_pw",66,0.0114227536859671,0.0164749503130993,0.0116644941667551,0.000765406726193758,0,1.44229235489327,21.5244389019502
"p1","beta_pw",67,0.0114227536859671,0.0164064365547909,0.0127481017422678,0.000242202135843594,0,1.43629434774088,67.7386122035921
"p1","beta_pw",68,0.0114227536859671,0.0144914869059866,0.0133632747705514,0.0012366968127667,0,1.26865091416524,11.7178978359026
"p1","beta_pw",69,0.0114227536859671,0.0212487783050736,0.0164055127325486,7.95658110616277e-05,0,1.8602150487739,267.059155453281
"p1","beta_pw",70,0.0114227536859671,0.0127975153935748,0.0120473421930646,0.00605213591269262,0,1.12035291536546,2.11454527429493
"p1","beta_pw",71,0.0114227536859671,0.0123790281249775,0.0142374718505602,0.001223662566449,0,1.08371662957113,10.116373961574
"p1","beta_pw",72,0.0114227536859671,0.0343701447142302,0.0104695096919973,9.0640005149965e-07,0,3.00891936035126,37919.3984569666
"p1","beta_pw",73,0.0114227536859671,0.0134454939688035,0.0124279714131991,0.00165202921116522,0,1.17707991771908,8.13877495502639
"p1","beta_pw",74,0.0114227536859671,0.0294183165585338,0.010507595792382,0.000115022490140923,0,2.57541371960723,255.761429982008
"p1","beta_pw",75,0.0114227536859671,0.0165576505324924,0.015139010445667,0.000396194751229032,0,1.44953230960705,41.7916958292078
"p1","beta_pw",76,0.0114227536859671,0.013325697479016,0.00939349022530423,0.00579409864513156,0,1.16659238615874,2.29987411246662
"p1","beta_pw",77,0.0114227536859671,0.0236299895149838,0.00784654395683896,0.000348433180577074,0,2.06867714778909,67.8178509746055
"p1","beta_pw",78,0.0114227536859671,0.0155958488806017,0.0090101510383195,0.000257633601990853,0,1.36533180258988,60.5349952804501
"p1","beta_pw",79,0.0114227536859671,0.0150547764538561,0.0118509517807464,0.000127495541758458,0,1.31796385247726,118.080806953843
"p1","beta_pw",80,0.0114227536859671,0.012169899936261,0.00914999927790474,0.000959597374048602,0,1.06540859330721,12.6822980818668
"p1","beta_pw",81,0.0114227536859671,0.0144599171794127,0.010271054720711,0.000182703186372879,0,1.26588715619218,79.1443075869596
"p1","beta_pw",82,0.0114227536859671,0.0156039101414868,0.0121605479447573,5.15241889159154e-05,0,1.36603752216562,302.846303256738
"p1","beta_pw",83,0.0114227536859671,0.0188935762345063,0.00835173082096939,0.000242321281037982,0,1.65402990854272,77.9691166767347
"p1","beta_pw",84,0.0114227536859671,0.0309118978747952,0.00595439171093657,1.08522103537018e-06,0,2.70616864589933,28484.4256306283
"p1","beta_pw",85,0.0114227536859671,0.01761421646879,0.0101335765006148,0.000548944397558888,0,1.54202891465909,32.0874328021546
"p1","beta_pw",86,0.0114227536859671,0.0153426221983944,0.013431249515837,0.00238130235106561,0,1.34316318290596,6.44295428991986
"p1","beta_pw",87,0.0114227536859671,0.0148106939468706,0.0144262882497951,0.000152522318328253,0,1.29659575563339,97.10509326901
"p1","beta_pw",88,0.0114227536859671,0.0127355413092806,0.00948110790811573,0.000937715883877211,0,1.11492742112843,13.581449912763
"p1","beta_pw",89,0.0114227536859671,0.0160658463782325,0.0104752798881047,0.000397942446090835,0,1.40647752896654,40.372286334505
"p1","beta_pw",90,0.0114227536859671,0.0161775648404906,0.0127716685813535,0.000852290069828922,0,1.41625787312255,18.9812898368485
"p1","beta_pw",91,0.0114227536859671,0.0153503500142156,0.00770817570057689,0.00376670651516478,0,1.34383971117871,4.07527104976588
"p1","beta_pw",92,0.0114227536859671,0.0134441869498694,0.0139456908553295,0.00213166881640413,0,1.17696549531534,6.30688353012929
"p1","beta_pw",93,0.0114227536859671,0.0306721627261056,0.0121401590842408,3.43432352497124e-09,0,2.68518113664539,8931063.8625295
"p1","beta_pw",94,0.0114227536859671,0.0173916905268525,0.0108764239730847,0.00210647910949717,0,1.52254797792044,8.25628436021093
"p1","beta_pw",95,0.0114227536859671,0.0162913169078201,0.0120969373274638,0.000184971820576929,0,1.42621624834947,88.0745881021624
"p1","beta_pw",96,0.0114227536859671,0.016485410780615,0.0144411738648856,2.30174683824368e-05,0,1.4432081119693,716.213030325873
"p1","beta_pw",97,0.0114227536859671,0.0153243764995733,0.010795108397496,0.00110215603219642,0,1.3415658711436,13.9039991180144
"p1","beta_pw",98,0.0114227536859671,0.0129822032834771,0.00567180027468258,3.31134362118019e-05,0,1.13652133630665,392.052434559786
"p1","beta_pw",99,0.0114227536859671,0.0173983722792291,0.0124819827637888,0.00067287949488512,0,1.5231329290242,25.8565945484778
"p1","beta_pw",100,0.0114227536859671,0.0164540611189204,0.0114674098907402,1.21130638532523e-05,0,1.44046361948032,1358.37318437833
"p1","beta",1,0.0114227536859671,0.0141825751381796,0.00976492115164585,0.00499079661408181,0,1.24160736789789,2.84174576422583
"p1","beta",2,0.0114227536859671,0.0119748969556175,0.0107920553022192,0.00391493562667554,0,1.04833714223644,3.05877237776865
"p1","beta",3,0.0114227536859671,0.0108749645150214,0.0127990377912482,0.00430828125568614,0,0.952044035439656,2.52420022501279
"p1","beta",4,0.0114227536859671,0.0106422199382671,0.0103944093174124,0.0043632669199438,0,0.931668512763356,2.43904856923221
"p1","beta",5,0.0114227536859671,0.0096106867719261,0.00836956383112482,0.00287735294020756,0,0.841363390662344,3.34011397685292
"p1","beta",6,0.0114227536859671,0.0153403708274357,0.0100044779960717,0.00551774720014713,0,1.34296608761522,2.78018732482464
"p1","beta",7,0.0114227536859671,0.0126432787374867,0.0133037353491961,0.00420064378454343,0,1.10685033443546,3.00984310643252
"p1","beta",8,0.0114227536859671,0.0115128268147438,0.00857220998630632,0.0049474251655613,0,1.00788541285691,2.3270340489198
"p1","beta",9,0.0114227536859671,0.0129972253740206,0.0112258064670464,0.00389189425205712,0,1.13783643868533,3.33956282783139
"p1","beta",10,0.0114227536859671,0.0135189212783515,0.011181959588185,0.00738873548620823,0,1.18350807957625,1.82966642987638
