"cell","arm","iteration","model","weight","max_rhat","min_ess_tail"
"p1","beta_ll",7,"nec3param",0.00645753803519537,1.00245521743249,1299.82247610383
"p1","beta_ll",7,"nec4param",0.00249017551075766,1.00070924388423,1993.4780783751
"p1","beta_ll",7,"ecxexp",2.62398679886175e-06,1.00011353918733,3031.27256539376
"p1","beta_ll",7,"ecxsigm",0.00138580862318621,0.999994140679179,3555.68358836097
"p1","beta_ll",7,"ecx4param",0.267334637742475,1.00070121904628,2567.83401089834
"p1","beta_ll",7,"ecxwb1",0.427656787332397,1.00038805814541,3489.72996509709
"p1","beta_ll",7,"ecxwb2",0.0611108838818453,1.00021075257683,2657.76652490556
"p1","beta_ll",7,"ecxwb1p3",2.70703662231612e-13,1.00085983512679,2638.44454336388
"p1","beta_ll",7,"ecxwb2p3",0.00603134159946997,1.00190433838745,2292.27339445705
"p1","beta_ll",7,"ecxll4",0.212858253020453,1.00114869001807,3084.1568319847
"p1","beta_ll",7,"ecxll3",0.0146719502671514,1.00118106746534,2868.00736305625
"p1","beta_ll",8,"nec3param",0.00466020842333361,1.00007440596281,2207.56022036063
"p1","beta_ll",8,"nec4param",0.0458642766662282,1.00057563286413,912.666309093738
"p1","beta_ll",8,"ecxexp",6.81513544032301e-10,1.00048141705607,3294.18624865294
"p1","beta_ll",8,"ecxsigm",0.000168188279354485,1.00076685456693,3953.9847191502
"p1","beta_ll",8,"ecx4param",0.209465545338135,1.00125770927688,2381.88804097895
"p1","beta_ll",8,"ecxwb1",0.274640510786433,1.00032978454365,2285.60413266953
"p1","beta_ll",8,"ecxwb2",0.444831320426596,1.00044013550525,3958.32425616955
"p1","beta_ll",8,"ecxwb1p3",2.59874712119978e-14,1.00158152891191,2902.39913985084
"p1","beta_ll",8,"ecxwb2p3",0.0181017199065956,1.00120510656114,3418.61319839423
"p1","beta_ll",8,"ecxll3",0.00226822949178518,1.00093055339225,3069.1518946662
"p1","beta_ll",9,"nec3param",0.0166397825530527,1.00063262184701,2590.56663276347
"p1","beta_ll",9,"nec4param",0.0127955883696737,1.00013550284252,1927.55125528683
"p1","beta_ll",9,"ecxexp",1.96874993739258e-05,1.00088804241955,3077.53714393153
"p1","beta_ll",9,"ecxsigm",0.00217135040700199,1.00000095442702,4162.45200922512
"p1","beta_ll",9,"ecx4param",0.200687848475926,1.00013841848672,2267.64214552402
"p1","beta_ll",9,"ecxwb1",0.445161131937342,1.00035508501818,3193.53959705683
"p1","beta_ll",9,"ecxwb2",0.107001966293015,1.00079557362754,2630.10025052647
"p1","beta_ll",9,"ecxwb1p3",4.65473138151555e-08,1.00043945811743,2252.63589075056
"p1","beta_ll",9,"ecxwb2p3",0.01255716653626,1.00135867240093,1879.80354964581
"p1","beta_ll",9,"ecxll4",0.19985044442208,1.00024738730044,2463.09675467358
"p1","beta_ll",9,"ecxll3",0.00311498695896164,1.00007908540886,3211.54967544993
"p1","beta_ll",10,"nec3param",0.024532223084582,1.00045024531639,2617.17208895472
"p1","beta_ll",10,"nec4param",0.0350148646214129,1.00048964665069,2507.89012240078
"p1","beta_ll",10,"ecxexp",0.00394733777823833,1.00097942925844,3476.41750678914
"p1","beta_ll",10,"ecxsigm",0.00989688637618371,1.00083999692922,3515.37370213161
"p1","beta_ll",10,"ecx4param",0.30114513773099,1.00049431097854,2821.95833366903
"p1","beta_ll",10,"ecxwb1",0.117254368627383,1.00031228408379,3348.15247563963
"p1","beta_ll",10,"ecxwb2",0.204444874655295,1.00062563561317,2090.91666900681
"p1","beta_ll",10,"ecxwb1p3",2.57372935413708e-09,1.00200670194253,2282.43884751276
"p1","beta_ll",10,"ecxwb2p3",0.0297951391422074,1.00016436611379,2382.00687113978
"p1","beta_ll",10,"ecxll4",0.267370415519999,1.00011268065143,3000.96982988513
"p1","beta_ll",10,"ecxll3",0.0065987498899791,1.00109648331179,2646.61403040273
"p1","beta_ll",11,"nec3param",0.00152412536115662,1.00147718147777,3030.46205153449
"p1","beta_ll",11,"nec4param",0.00624156307126793,1.00145492455388,2041.20575367232
"p1","beta_ll",11,"ecxexp",0.000174378852564487,1.00139766898013,3559.13894310641
"p1","beta_ll",11,"ecxsigm",0.00065755802657025,1.0002769589139,3794.97295341684
"p1","beta_ll",11,"ecx4param",0.140911942638019,1.00005191188146,3308.05725228818
"p1","beta_ll",11,"ecxwb1",0.679060107839006,1.00091883017078,3149.95121253965
"p1","beta_ll",11,"ecxwb2",0.0346553499360435,1.00170531193551,2960.49632294187
"p1","beta_ll",11,"ecxwb1p3",1.15293808783701e-12,1.00039416358233,2252.13749833955
"p1","beta_ll",11,"ecxwb2p3",0.00146941065390781,1.00081053277426,2064.25623407173
"p1","beta_ll",11,"ecxll4",0.134588831855291,1.0001591817484,2076.19591203623
"p1","beta_ll",11,"ecxll3",0.000716731765020307,1.00124853835334,2537.31177793466
"p1","beta_ll",12,"nec3param",0.00354452501464973,1.00060366280273,2398.43166605609
"p1","beta_ll",12,"nec4param",0.000821625232542404,1.0008556683169,2402.56352195761
"p1","beta_ll",12,"ecxexp",0.0113719444161636,1.00025858704481,3799.26447626576
"p1","beta_ll",12,"ecxsigm",0.0217265223463589,1.00115882042536,3862.90071775233
"p1","beta_ll",12,"ecx4param",0.797789569149279,1.00107681940673,2792.91299328581
"p1","beta_ll",12,"ecxwb2",0.0807643481846799,1.00015640902729,1896.24411239479
"p1","beta_ll",12,"ecxwb1p3",1.16950837825005e-12,1.00123702696194,3025.43563786983
"p1","beta_ll",12,"ecxwb2p3",0.053357959644504,0.999932724512847,2020.48494271231
"p1","beta_ll",12,"ecxll3",0.0306235060106534,1.00020606676934,2875.99717561223
"p1","beta_ll",13,"nec3param",0.000437316064655847,1.0000681124305,2322.91131988546
"p1","beta_ll",13,"nec4param",0.000554994685677842,1.00530144414499,2209.23703311784
"p1","beta_ll",13,"ecxexp",0.0117503554853138,1.00191230981062,3501.31740262258
"p1","beta_ll",13,"ecxsigm",0.00806374868367295,1.0002486128262,3069.03682405382
"p1","beta_ll",13,"ecx4param",0.36760272030715,1.00098267253208,2603.32103268486
"p1","beta_ll",13,"ecxwb1",0.273643779933065,1.00081953635263,3196.09720884587
"p1","beta_ll",13,"ecxwb2",0.0306535153572085,1.00010823513114,2394.94834845675
"p1","beta_ll",13,"ecxwb1p3",9.26473086428829e-11,1.00041951067227,3256.87800002067
"p1","beta_ll",13,"ecxwb2p3",0.0209981913616645,1.0003272108755,2021.95460154761
"p1","beta_ll",13,"ecxll4",0.271635176106529,1.0001218890567,2914.15220320585
"p1","beta_ll",13,"ecxll3",0.0146602019224147,1.00015741620357,3660.90443412329
"p1","beta_ll",14,"nec3param",0.00503650917233712,1.00046969499334,2639.41037699303
"p1","beta_ll",14,"nec4param",0.00185545159567479,1.00338524168508,986.422427133067
"p1","beta_ll",14,"ecxexp",8.50434825120602e-07,1.00000754818221,2981.84479076188
"p1","beta_ll",14,"ecxsigm",0.00475315212773622,1.00019820997566,3602.92921404246
"p1","beta_ll",14,"ecx4param",0.208060361632292,1.00054149562752,2689.77963167414
"p1","beta_ll",14,"ecxwb1",0.615862349128992,1.00082927032327,3119.90406490743
"p1","beta_ll",14,"ecxwb2",0.109593747192908,1.00016768034219,4056.8443229378
"p1","beta_ll",14,"ecxwb1p3",3.54438283399307e-14,1.00040793430785,3588.42341384791
"p1","beta_ll",14,"ecxwb2p3",0.0272826126900722,0.999973863144985,2444.61276380044
"p1","beta_ll",14,"ecxll3",0.0275549660251277,1.00040478192148,2681.29610786066
"p1","beta_ll",15,"nec3param",0.00490094984197228,1.00022474543198,2657.19526134327
"p1","beta_ll",15,"nec4param",0.0219203570107138,1.00103847130943,347.61105009345
"p1","beta_ll",15,"ecxexp",0.00110558808165434,1.00116606914305,3174.6401769675
"p1","beta_ll",15,"ecxsigm",0.000796754827451189,0.999899845733488,3437.88556418562
"p1","beta_ll",15,"ecx4param",0.180392234853352,1.00032258670979,2949.86291364729
"p1","beta_ll",15,"ecxwb1",0.504767960695316,1.0014715151023,2722.85050969928
"p1","beta_ll",15,"ecxwb2",0.0865666973995435,1.00015116618344,2582.60313266277
"p1","beta_ll",15,"ecxwb1p3",1.64906352740053e-11,1.00061547381328,2208.62055264079
"p1","beta_ll",15,"ecxwb2p3",0.00368090785182153,1.00212999874235,2067.47354351123
"p1","beta_ll",15,"ecxll4",0.191562995763915,1.00095818613844,2690.54006432049
"p1","beta_ll",15,"ecxll3",0.00430555365776979,1.0000272573781,2809.50337443209
"p1","beta_ll",16,"nec3param",0.0463173345588973,1.00362351384992,2473.99290659518
"p1","beta_ll",16,"nec4param",7.46945177403303e-05,1.00109456631909,592.782953062889
"p1","beta_ll",16,"ecxexp",0.00674120091684336,0.999911362401912,2816.66718581888
"p1","beta_ll",16,"ecxsigm",0.00352810662541087,1.00015263144083,3619.88948614036
"p1","beta_ll",16,"ecx4param",0.779963294699081,1.00031711398001,2363.73111181869
"p1","beta_ll",16,"ecxwb2",0.130230016068291,1.0002508101313,2151.99748140388
"p1","beta_ll",16,"ecxwb1p3",9.0896364306665e-13,1.00032165529855,2919.91029884797
"p1","beta_ll",16,"ecxwb2p3",0.0170683739087614,1.00031929660849,1763.98465667886
"p1","beta_ll",16,"ecxll3",0.0160769787040653,1.00018807497235,3258.97267929803
"p1","beta_ll",17,"nec3param",0.00110445446380086,1.00010859205428,3172.57122056605
"p1","beta_ll",17,"nec4param",0.0677683440605376,1.00083306881275,681.749198226966
"p1","beta_ll",17,"ecxexp",0.00385360067548001,1.00083475817329,2994.29738467535
"p1","beta_ll",17,"ecxsigm",0.000790496855381468,1.00176029083415,3678.73313963511
"p1","beta_ll",17,"ecx4param",0.246381788034678,1.00036441020179,2137.7262320906
"p1","beta_ll",17,"ecxwb1",0.188160119348851,1.00107704514683,2844.58482790177
"p1","beta_ll",17,"ecxwb2",0.113553901843757,0.999987145570526,4133.23709008787
"p1","beta_ll",17,"ecxwb1p3",1.00453246701006e-10,1.00019346868354,2450.12624125044
"p1","beta_ll",17,"ecxwb2p3",0.00201508280709626,0.999953944247157,1847.25569510055
"p1","beta_ll",17,"ecxll4",0.371536763415124,1.00047167793094,3218.66930029417
"p1","beta_ll",17,"ecxll3",0.00483544839484074,1.00064566446473,3180.04573528669
"p1","beta_ll",18,"nec3param",0.00252795844959129,1.00159553152378,2152.00543097819
"p1","beta_ll",18,"nec4param",0.015451348826477,1.00052756385507,2680.02449994134
"p1","beta_ll",18,"ecxexp",3.35964512969503e-07,1.00047244089903,3365.67216583442
"p1","beta_ll",18,"ecxsigm",0.000399240089332538,1.00016278537283,3937.64084678309
"p1","beta_ll",18,"ecx4param",0.333106217910158,1.00037186439237,2444.44196440332
"p1","beta_ll",18,"ecxwb1",0.131355153218781,1.00054524762065,3309.66099869849
"p1","beta_ll",18,"ecxwb2",0.165013921357939,1.00065005250812,4227.8494560271
"p1","beta_ll",18,"ecxwb1p3",1.19552598188729e-10,1.00103540982759,2019.15417172665
"p1","beta_ll",18,"ecxwb2p3",0.0107475789181024,1.00000793409851,2113.92889935244
"p1","beta_ll",18,"ecxll4",0.341398245145554,1.00060696076675,2774.45418449357
"p1","beta_ll",18,"ecxll3",1.63240226253404e-17,1.21431119828605,20.2575750361912
"p1","beta_ll",19,"nec3param",0.0107932474329448,1.00120131421812,1819.15629260521
"p1","beta_ll",19,"nec4param",0.0372788540255965,1.00067312992318,911.657745306088
"p1","beta_ll",19,"ecxexp",1.02337095938907e-05,1.00068473046492,3448.360482517
"p1","beta_ll",19,"ecxsigm",2.27728311013132e-05,1.00085517077674,3568.52278536789
"p1","beta_ll",19,"ecx4param",0.387825261917539,1.00051735959935,2675.04580660933
"p1","beta_ll",19,"ecxwb1",0.2376757092014,1.00078778602747,2791.03880772728
"p1","beta_ll",19,"ecxwb2",0.234601958377632,1.00020386866115,3452.82231282208
"p1","beta_ll",19,"ecxwb1p3",5.22929902540213e-08,1.00107182192333,2583.12765712554
"p1","beta_ll",19,"ecxwb2p3",0.00632986819722595,1.00033095606558,2108.13374702456
"p1","beta_ll",19,"ecxll5",0.0830459935740015,1.0005285035078,1789.16428041139
"p1","beta_ll",19,"ecxll3",0.00241604843997488,1.00153745485392,2841.76080860676
"p1","beta_ll",20,"nec3param",0.0579665742292783,1.00038627691015,3955.03206710823
"p1","beta_ll",20,"nec4param",0.0947981596784866,1.00104981450472,3830.51103215925
"p1","beta_ll",20,"ecxexp",0.00453584071216499,1.00105080048074,3136.75190498721
"p1","beta_ll",20,"ecxsigm",0.028827842768044,0.999902909323258,3932.63370181525
"p1","beta_ll",20,"ecx4param",0.127472945271493,1.00087948352382,2776.13929609507
"p1","beta_ll",20,"ecxwb1",0.116536729473819,1.0003797635053,3514.69873561465
"p1","beta_ll",20,"ecxwb2",0.316593544830187,1.00080567298727,2002.1518809846
"p1","beta_ll",20,"ecxwb1p3",0.00135798981406309,1.00002292770036,2659.24798857394
"p1","beta_ll",20,"ecxwb2p3",0.00821322347805754,1.00096053669824,1554.22569962057
"p1","beta_ll",20,"ecxll4",0.23969603954602,1.00164563221683,2152.79393773075
"p1","beta_ll",20,"ecxll3",0.00400111019838677,1.00049323004197,2783.6418770312
"p1","beta_ll",21,"nec3param",0.000318923595386504,0.999976900263809,2748.64033439144
"p1","beta_ll",21,"nec4param",6.77941930773015e-05,1.00553832349146,44.9223457457359
"p1","beta_ll",21,"ecxexp",0.0195455290590615,1.00024309908191,3397.04615775215
"p1","beta_ll",21,"ecxsigm",0.00011196595128006,0.999986381923444,4209.80358353525
"p1","beta_ll",21,"ecx4param",0.104994523644092,1.00041088001771,2146.13523921092
"p1","beta_ll",21,"ecxwb1",0.763453406038483,1.00032231538218,2138.44386123923
"p1","beta_ll",21,"ecxwb2",0.0091974493800863,1.00068252926069,2023.66093414392
"p1","beta_ll",21,"ecxwb1p3",1.09034973981427e-09,1.00100260697169,2610.67923986421
"p1","beta_ll",21,"ecxwb2p3",0.00420751611478138,1.00030554083821,2885.09761430709
"p1","beta_ll",21,"ecxll4",0.096271029770617,1.00057498624742,2053.69429564191
"p1","beta_ll",21,"ecxll3",0.0018318611627852,1.00000093306392,3042.71054045856
"p1","beta_ll",22,"nec3param",6.59859097076721e-05,1.00096043560283,1392.99798660374
"p1","beta_ll",22,"nec4param",0.0111918448202055,1.00994161318752,85.2280454057817
"p1","beta_ll",22,"ecxexp",0.00675684523101798,1.00062899367347,3030.25125684935
"p1","beta_ll",22,"ecxsigm",0.00020634040100493,1.00031381652359,2780.17321444565
"p1","beta_ll",22,"ecx4param",0.965616111475876,1.00237165901744,1193.22855204595
"p1","beta_ll",22,"ecxwb2",0.0146955148644288,1.00044150177743,1601.79494655571
"p1","beta_ll",22,"ecxwb1p3",1.26037131042323e-12,1.00056013907847,3098.763769803
"p1","beta_ll",22,"ecxwb2p3",0.000408255156658879,1.00051760915567,2075.21869009551
"p1","beta_ll",22,"ecxll3",0.00105910213984008,1.00037308388479,2753.4737353134
"p1","beta_ll",23,"nec3param",0.0115214072274351,1.00045719985444,2899.0409555939
"p1","beta_ll",23,"nec4param",1.07368893551762e-05,1.00168295857069,87.3931336343136
"p1","beta_ll",23,"ecxexp",1.03574291579197e-06,1.00017790004579,2581.02385296594
"p1","beta_ll",23,"ecxsigm",0.000529040041717297,1.0004395788755,3476.6819628228
"p1","beta_ll",23,"ecx4param",0.18439609232524,1.00048972698257,3133.41743884639
"p1","beta_ll",23,"ecxwb1",0.56136509638785,1.00046199391909,2552.77426505542
"p1","beta_ll",23,"ecxwb2",0.0577003525833453,1.00035367365248,3618.7462331963
"p1","beta_ll",23,"ecxwb1p3",2.14858691587652e-11,1.0000810333928,2586.84139031021
"p1","beta_ll",23,"ecxwb2p3",0.0194805406456745,1.0008535042621,2810.40945260274
"p1","beta_ll",23,"ecxll4",0.150392256917297,1.00077529895728,3230.79333776919
"p1","beta_ll",23,"ecxll3",0.0146034412176837,1.0016452035513,2623.98102435505
"p1","beta_ll",24,"nec3param",1.21979316790875e-05,1.00133475975904,1652.01466786502
"p1","beta_ll",24,"nec4param",1.99845905883649e-17,1.222388116104,15.4067336649641
"p1","beta_ll",24,"ecxexp",6.11640387193875e-10,1.00055494763607,3113.711430987
"p1","beta_ll",24,"ecxsigm",3.42174315587519e-05,1.00074481667495,4242.77220619342
"p1","beta_ll",24,"ecx4param",0.296828502271354,1.00035113423214,2915.94705960169
"p1","beta_ll",24,"ecxwb1",0.187393397427098,1.00028724348366,3107.38614796582
"p1","beta_ll",24,"ecxwb2",0.0675013265883568,1.00138210177123,3515.58268983906
"p1","beta_ll",24,"ecxwb1p3",9.9618202275342e-14,1.00055398607245,2375.28429332866
"p1","beta_ll",24,"ecxwb2p3",0.00348914048832033,1.00072692139151,2581.59982724869
"p1","beta_ll",24,"ecxll4",0.435374137097646,1.00084366117223,2441.88392892729
"p1","beta_ll",24,"ecxll3",0.00936708015224708,1.00042700233526,2956.49587064741
"p1","beta_ll",25,"nec3param",0.000914957206401647,1.00100050861686,1942.81221650506
"p1","beta_ll",25,"nec4param",0.00645521265261369,1.00095886532503,756.952048805977
"p1","beta_ll",25,"ecxexp",0.00121533287821484,1.00068388536644,2454.9003772698
"p1","beta_ll",25,"ecxsigm",0.000470848623618739,1.00022342470125,3817.68858981267
"p1","beta_ll",25,"ecx4param",0.279187219414902,1.00036776959727,2502.62509102694
"p1","beta_ll",25,"ecxwb1",0.375835479227182,1.00037195666475,2966.303645283
"p1","beta_ll",25,"ecxwb2",0.0539464347658913,1.0003222631454,2517.67537976664
"p1","beta_ll",25,"ecxwb1p3",2.34910024166467e-11,1.00071966561309,2203.48126445665
"p1","beta_ll",25,"ecxwb2p3",0.00405763505771117,1.00002799367255,1698.48092886044
"p1","beta_ll",25,"ecxll4",0.268235539024782,1.00035766973016,2334.64108468691
"p1","beta_ll",25,"ecxll3",0.0096813411251912,1.00039563283284,2409.44288101698
"p1","beta_ll",26,"nec3param",7.71089389961368e-05,1.00065688824669,1767.44642082772
"p1","beta_ll",26,"nec4param",0.000483641287143642,1.00048214343515,809.37902851566
"p1","beta_ll",26,"ecxexp",3.54600674732933e-08,1.0001842007793,2867.79066911497
"p1","beta_ll",26,"ecxsigm",4.35455156755733e-05,1.0004006412573,3599.03121091957
"p1","beta_ll",26,"ecx4param",0.950217943806592,1.00090276895972,3067.72220955025
"p1","beta_ll",26,"ecxwb2",0.0238283787544348,1.00041096937956,3768.21960102936
"p1","beta_ll",26,"ecxwb1p3",2.29116683391661e-12,1.00117288764808,2900.25446972051
"p1","beta_ll",26,"ecxwb2p3",0.00663964985825398,1.00242027256186,1469.50996555233
"p1","beta_ll",26,"ecxll3",0.0187096963765452,1.00006365573676,2313.0540596514
"p1","beta_ll",27,"nec3param",5.57630635947786e-06,1.00369818412138,2133.20469381375
"p1","beta_ll",27,"nec4param",0.000424409442594431,1.00243534850088,671.572645120248
"p1","beta_ll",27,"ecxexp",0.000604955032436489,1.00016866672736,3117.83624168924
"p1","beta_ll",27,"ecxsigm",0.000334746444100232,1.00024244010121,3420.993775259
"p1","beta_ll",27,"ecx4param",0.26004182643373,1.00087213006561,2310.96219558598
"p1","beta_ll",27,"ecxwb1",0.480452274685699,1.00145279095575,3122.12898433061
"p1","beta_ll",27,"ecxwb2",3.3344283330974e-13,1.20543562079247,13.4872378818547
"p1","beta_ll",27,"ecxwb1p3",2.4908148703372e-14,1.00026522918301,2868.60740063438
"p1","beta_ll",27,"ecxwb2p3",0.00290664413758694,1.00065301711584,1680.06799826061
"p1","beta_ll",27,"ecxll4",0.240967857226279,1.00107582825821,2461.80632974897
"p1","beta_ll",27,"ecxll3",0.0142617102908559,1.0007251207937,2253.01435331598
"p1","beta_ll",28,"nec3param",0.0335771297586043,1.00064660435434,3289.93622573736
"p1","beta_ll",28,"nec4param",0.0163263798633394,1.00040274470632,1566.94761319653
"p1","beta_ll",28,"ecxexp",3.60862056201292e-06,1.00008720540775,3184.07855508078
"p1","beta_ll",28,"ecxsigm",0.000278454481348218,1.00054817288391,3734.2137860673
"p1","beta_ll",28,"ecx4param",0.200713083015142,1.00040471533998,2576.45305957056
"p1","beta_ll",28,"ecxwb1",0.343274774564089,1.00113644315596,2488.30322072686
"p1","beta_ll",28,"ecxwb2",0.398256815496068,1.00049662066646,4240.78538397566
"p1","beta_ll",28,"ecxwb1p3",1.33667707457454e-08,1.00009544082754,2208.44548393526
"p1","beta_ll",28,"ecxwb2p3",0.00550832109952485,1.0001448284708,1857.8939351982
"p1","beta_ll",28,"ecxll3",0.00206141973455127,1.00015489436614,2910.87536665041
"p1","beta_ll",29,"nec3param",0.0148985344660426,1.00177964641266,2589.15012917157
"p1","beta_ll",29,"nec4param",0.0943771491010569,1.00037946836446,1625.96112837315
"p1","beta_ll",29,"ecxexp",0.00166121922884671,1.00007919983263,2664.80661395018
"p1","beta_ll",29,"ecxsigm",0.00304293667472524,0.999984028074595,4115.957211579
"p1","beta_ll",29,"ecx4param",0.6694918678212,1.00084560346127,2217.27690035533
"p1","beta_ll",29,"ecxwb2",0.207729022139807,1.00066721365522,3890.98220758731
"p1","beta_ll",29,"ecxwb1p3",8.83778437726614e-09,1.00009908191792,3320.15826727905
"p1","beta_ll",29,"ecxwb2p3",0.00498705834373778,0.999951623638953,1620.98303116872
"p1","beta_ll",29,"ecxll3",0.00381220338679934,1.00158575732341,2336.74367364122
"p1","beta_ll",30,"nec3param",0.0112659297845086,1.00030920944129,2810.31790224807
"p1","beta_ll",30,"nec4param",0.0606871140157726,1.00022846670758,3565.39867304968
"p1","beta_ll",30,"ecxexp",0.000408972178382021,1.00012139814832,3561.64103690316
"p1","beta_ll",30,"ecxsigm",0.00112708271162979,1.00041303127867,3543.97355369895
"p1","beta_ll",30,"ecx4param",0.558199927494883,1.00158341827145,2156.72552742244
"p1","beta_ll",30,"ecxwb2",0.343647373302793,1.00185438468372,2489.63476762204
"p1","beta_ll",30,"ecxwb1p3",2.32134896235884e-11,1.00044698252391,2205.71238253535
"p1","beta_ll",30,"ecxwb2p3",0.0165039167953459,1.00065240831915,2250.0679743938
