"cell","arm","iteration","n_models","top_model","top_weight","w_nec4param","w_zero_asymptote"
"ctl","beta",45,11,"ecxsigm",0.241328924087129,0.00919384310564619,0.781488757748705
"ctl","beta",46,11,"ecxwb1p3",0.240901923051049,0.00631567919342064,0.826005271415087
"ctl","beta",47,11,"ecxsigm",0.323666732134086,0.00361143213325807,0.810856941805045
"ctl","beta",48,11,"ecxsigm",0.332628914922898,0.0170460438993743,0.827369408568136
"ctl","beta",49,12,"ecxsigm",0.279610236011308,0.0104550819555152,0.804552104429694
"ctl","beta",50,11,"ecxwb1p3",0.276974878023287,0.0212676503669174,0.761348913247637
"ctl","beta",51,11,"ecxsigm",0.35370008175328,0.037533654273595,0.7537403115457
"ctl","beta",52,9,"ecxsigm",0.274949445891412,0.0310670126838938,0.832623414157973
"ctl","beta",53,11,"ecxwb1p3",0.388230553663987,0.0045876672619959,0.830114085662017
"ctl","beta",54,11,"ecxll3",0.278368437269195,0.00526805850859013,0.714546108168752
"ctl","beta",55,11,"ecxsigm",0.308238028389917,0.00231108892532997,0.808612152085382
"ctl","beta",56,11,"ecxll3",0.199908028699084,0.00665510025655977,0.721789502090291
"ctl","beta",57,11,"ecxwb2p3",0.272119453597678,0.0612690056228469,0.761736439657508
"ctl","beta",58,12,"ecxwb1p3",0.465084705690641,0.000249082397060807,0.776764523315395
"ctl","beta",59,11,"ecxwb1p3",0.463180993710053,0.00250823227838761,0.86753725477603
"ctl","beta",60,12,"ecxwb1p3",0.482672913853008,0.00466282505231957,0.855248498582941
"ctl","beta",61,11,"ecxsigm",0.204069014623988,0.053221047393039,0.751221760047486
"ctl","beta",62,11,"ecxsigm",0.276076130449695,0.0295742942378495,0.80122614568543
"ctl","beta",63,11,"ecxwb1p3",0.291874265669662,0.00159104799299885,0.795993011281617
"ctl","beta",64,12,"ecxsigm",0.269422548168802,0.0132389945904601,0.756787753900518
"ctl","beta",65,12,"ecxwb1p3",0.270034904715073,0.0114056490671769,0.631802040079999
"ctl","beta",66,11,"ecxwb1p3",0.508934748340455,0.00333023260682776,0.775468342452962
"ctl","beta",67,11,"ecxwb1p3",0.457447712526584,0.00618976304833987,0.824648044944374
"ctl","beta",68,9,"ecxwb1p3",0.507347950907417,0.0125437851372294,0.936828741148579
"ctl","beta",69,11,"ecxwb1p3",0.701944519435988,2.42883513466225e-05,0.820723826408962
"ctl","beta",70,12,"ecxwb1p3",0.503426215984885,0.000136122584811428,0.763965517888691
"ctl","beta",71,11,"ecxsigm",0.308967066660155,0.0170683536642461,0.813196419768466
"ctl","beta",72,9,"ecxsigm",0.332370607184446,0.0157691387064333,0.892972383886741
"ctl","beta",73,11,"ecxwb1p3",0.508213887781409,0.000286413322848233,0.783274388452754
"ctl","beta",74,11,"ecxwb1p3",0.493753311795653,0.000237094668602193,0.738728820683099
"ctl","beta",75,11,"ecxwb1p3",0.410951967983907,0.000207591510339782,0.780778427834224
"ctl","beta",76,10,"ecxsigm",0.395122998697566,0.0109738545739678,0.867676243032204
"ctl","beta",77,9,"ecxsigm",0.278247674000257,0.113223064836106,0.766942071601073
"ctl","beta",78,11,"ecxwb1p3",0.261143431826046,0.00583426398103697,0.72699800487813
"ctl","beta",79,11,"ecxsigm",0.320361814745379,0.00435385440203083,0.838728250693109
"ctl","beta",80,10,"ecxwb1p3",0.331244470188565,0.00185435652784457,0.81045846465081
"ctl","beta",81,12,"ecxwb1p3",0.326139916464368,0.00134492399207236,0.80793223861294
"ctl","beta",82,11,"ecxll3",0.298738952691984,0.0139053549606816,0.776201420171342
"ctl","beta",83,12,"ecxwb1p3",0.313413929214671,0.0152493235074107,0.827697587751956
"ctl","beta",84,12,"ecxwb1p3",0.405806183032178,0.00861952840478282,0.761765801859479
"ctl","beta",85,11,"ecxsigm",0.478693740121368,0.0143681218225805,0.830956796002057
"ctl","beta",86,11,"ecxsigm",0.292267374142971,0.0118092618246271,0.801937593792641
"ctl","beta",87,11,"ecxwb1p3",0.517638132230496,0.000192491389938287,0.73225186562772
"ctl","beta",88,12,"ecxwb1p3",0.366838903047665,0.000151135478014348,0.658237279455269
"ctl","beta",89,11,"ecxwb1p3",0.633559176087665,0.000298075018365996,0.821710963789376
"ctl","beta",90,12,"ecxwb1p3",0.392988326407828,0.00205212256629554,0.802627865803813
"ctl","beta",91,11,"ecxwb1p3",0.374841888593656,0.00927397245884255,0.765847185098042
"ctl","beta",92,11,"ecxsigm",0.235572283377513,0.0282284414860683,0.761088518982071
"ctl","beta",93,11,"ecxwb1p3",0.619033939887096,1.64776394513787e-05,0.754501783827991
"ctl","beta",94,11,"ecxll3",0.223616263102175,0.00312550950296856,0.710597893037292
"ctl","beta",95,11,"ecxsigm",0.416961377496943,0.0389861552672144,0.856897062963647
"ctl","beta",96,11,"ecxwb1p3",0.218209993863147,0.00973125514621817,0.740551941044806
"ctl","beta",97,11,"ecxwb1p3",0.383751115898362,0.00407754539595688,0.768625700559459
"ctl","beta",98,12,"ecxwb1p3",0.262045013769311,0.00614751276590633,0.789481804822347
"ctl","beta",99,11,"ecxwb1p3",0.549828188668402,0.00191459722513734,0.866363832720355
"ctl","beta",100,9,"ecxsigm",0.434207729246765,0.0253048991708907,0.878732586890988
"ctl","censored",1,14,"nec4param",0.21925417731319,0.21925417731319,0.437853497457633
"ctl","censored",2,11,"ecxwb1p3",0.233940929170578,0.0366310802179891,0.601437241380731
"ctl","censored",3,13,"neclin",0.467706724278746,0.194263237891905,0.199561212051388
"ctl","censored",4,12,"nec4param",0.481860746463176,0.481860746463176,0.157892845632873
"ctl","censored",5,12,"nec4param",0.400701320675587,0.400701320675587,0.198265510268306
"ctl","censored",6,11,"neclin",0.482393041811339,0.25269569056974,0.146578450873138
"ctl","censored",7,14,"neclin",0.470414019699767,0.265353536629869,0.0864599039391843
"ctl","censored",8,13,"neclin",0.375612669566347,0.173212930351018,0.0489014965973496
"ctl","censored",9,12,"neclin",0.64209194812717,0.16105080941853,0.10037451403808
"ctl","censored",10,13,"neclin",0.321047348202253,0.0380539865493181,0.343294825376982
"ctl","censored",11,13,"ecxwb1p3",0.173363943490995,0.157827181524677,0.471895521930714
"ctl","censored",12,13,"neclin",0.359408393609261,0.0355360664984403,0.279215088786033
"ctl","censored",13,13,"neclin",0.206879864884106,0.072445718116049,0.295689168760912
"ctl","censored",14,14,"neclin",0.344713940583728,0.343492294033937,0.096005139235594
"ctl","censored",15,12,"neclin",0.539263457775801,0.0399566679698679,0.0571556223198551
"ctl","censored",16,13,"nec4param",0.18144926355495,0.18144926355495,0.312102870046951
"ctl","censored",17,13,"neclin",0.410597842649657,0.316530862172564,0.222414139578502
"ctl","censored",18,13,"nec4param",0.366198581680158,0.366198581680158,0.248420919321397
"ctl","censored",19,14,"nec4param",0.292737084432513,0.292737084432513,0.353509388045534
"ctl","censored",20,13,"neclin",0.355710941539474,0.0985078875258294,0.141132332633443
"ctl","censored",21,13,"ecxwb1p3",0.199113075455277,0.064489566664517,0.613051494796911
"ctl","censored",22,14,"neclin",0.525682023458198,0.0670005498447049,0.135546951402005
"ctl","censored",23,13,"neclin",0.231263376082607,0.123610508142182,0.549559629876529
"ctl","censored",24,13,"nec4param",0.17744167438965,0.17744167438965,0.220641037701691
"ctl","censored",25,13,"ecxll3",0.233332833965325,0.0054890506156363,0.783168133968753
"ctl","censored",26,12,"ecxsigm",0.312674459527062,0.0287528650536171,0.514132657422927
"ctl","censored",27,11,"nec4param",0.316514776315901,0.316514776315901,0.550970479472517
"ctl","censored",28,12,"neclin",0.44425036050849,0.395198170927329,0.0879845898435832
"ctl","censored",29,12,"ecxlin",0.283903486719192,0.00937137050293142,0.110764070859665
"ctl","censored",30,13,"ecxsigm",0.246562746176864,0.0894463353187106,0.72857581384601
"ctl","censored",31,13,"nec4param",0.206425270345978,0.206425270345978,0.316001431841189
"ctl","censored",32,13,"neclin",0.345873392227604,0.0567222993426015,0.0669258359436179
"ctl","censored",33,13,"ecxwb1p3",0.238304859989583,0.0674991295755008,0.518594811202495
"ctl","censored",34,14,"neclin",0.487804257337836,0.239614818817337,0.10959570469207
"ctl","censored",35,12,"neclin",0.486253498210516,0.0221294828676468,0.0887994064200628
"ctl","censored",36,13,"neclin",0.202141672084118,0.193293330404977,0.357844687488158
"ctl","censored",37,13,"neclin",0.428259211153815,0.109814515783486,0.147325760894569
"ctl","censored",38,14,"neclin",0.412857210335854,0.13001826023056,0.189930633235475
"ctl","censored",39,13,"ecxsigm",0.216593770600644,0.0181250816614359,0.64144449979533
"ctl","censored",40,13,"neclin",0.263134320697082,0.0518781072909673,0.272564625548811
"ctl","censored",41,13,"neclin",0.506623001483045,0.143876262142652,0.252376863334613
"ctl","censored",42,13,"neclin",0.581687953214864,0.029223576757801,0.0593155937887599
"ctl","censored",43,13,"neclin",0.37939872149659,0.315118672528143,0.0845347238760802
"ctl","censored",44,13,"nec4param",0.261870347659487,0.261870347659487,0.532208389093462
"ctl","censored",45,12,"nec4param",0.487037065202034,0.487037065202034,0.231615494292777
"ctl","censored",46,14,"neclin",0.192797794095581,0.176769528608035,0.426613414824967
"ctl","censored",47,14,"neclin",0.391626630421953,0.146587044648769,0.228714762609739
"ctl","censored",48,13,"nec4param",0.579444899480681,0.579444899480681,0.117349726098202
"ctl","censored",49,11,"nec4param",0.373879470001402,0.373879470001402,0.210626734966356
"ctl","censored",50,12,"ecxwb1",0.36687480562765,0.00363547288728134,0.022822922593155
"ctl","censored",51,14,"ecxsigm",0.217122829367671,0.192738600390451,0.499511039167879
"ctl","censored",52,12,"nec4param",0.231693334329327,0.231693334329327,0.60217885084262
"ctl","censored",53,11,"neclin",0.345661460186528,0.153149987322383,0.303939895824879
"ctl","censored",54,13,"ecxsigm",0.247290101153039,0.045434974857838,0.649948876228373
"ctl","censored",55,13,"ecxwb1p3",0.225624271883654,0.0742144424770688,0.501363291553371
"ctl","censored",56,13,"ecxwb2p3",0.242699611571059,0.0468065482989755,0.613461058547879
"ctl","censored",57,11,"nec4param",0.367373500454956,0.367373500454956,0.390635960044865
"ctl","censored",58,14,"neclin",0.569058060755984,0.0749089600281349,0.0602461971193246
"ctl","censored",59,13,"neclin",0.641941791971898,0.244152249109438,0.0229234620416298
"ctl","censored",60,14,"neclin",0.593050808708359,0.19470135325987,0.0434592971131037
"ctl","censored",61,13,"ecxsigm",0.191825302501604,0.0507541903091038,0.546802583897645
"ctl","censored",62,13,"neclin",0.488269622527559,0.100455444522832,0.2858351892496
"ctl","censored",63,12,"neclin",0.460377773603543,0.107568676016388,0.252738521534597
"ctl","censored",64,14,"neclin",0.638092812435581,0.0725433635176552,0.0130378368926961
"ctl","censored",65,13,"ecxwb1p3",0.291163672235348,0.0153461791334732,0.547331577599596
"ctl","censored",66,12,"neclin",0.324241133541814,0.215587423476512,0.0802721043282117
"ctl","censored",67,14,"neclin",0.561015816880508,0.202045488815367,0.0938224927501852
"ctl","censored",68,14,"neclin",0.427667738139859,0.0785923998300583,0.0368788729611563
"ctl","censored",69,13,"neclin",0.543271316454244,0.0503317508342758,0.0479394675267132
"ctl","censored",70,14,"neclin",0.489771624304951,0.094801921318371,0.204453819202554
"ctl","censored",71,13,"neclin",0.238041704158551,0.0809115941233955,0.227070512307118
"ctl","censored",72,13,"ecxsigm",0.206723781873295,0.141443206275215,0.512026757486131
"ctl","censored",73,11,"neclin",0.316733615910453,0.0645041755162476,0.141309949139723
"ctl","censored",74,14,"ecxwb1p3",0.187239079290408,0.00686426910711444,0.50722015119878
"ctl","censored",75,13,"neclin",0.666795529511219,0.147270817647139,0.0526477280103356
"ctl","censored",76,14,"neclin",0.695719320072285,0.117713135833082,0.0568091759520783
"ctl","censored",77,12,"nec4param",0.529068743932997,0.529068743932997,0.346225539117192
"ctl","censored",78,13,"ecxsigm",0.194362801094129,0.0620805233194061,0.652549520903971
"ctl","censored",79,14,"neclin",0.485503390393597,0.111953783657001,0.214927156264284
"ctl","censored",80,13,"ecxwb1p3",0.204392692262091,0.0170826647182583,0.527989929344024
"ctl","censored",81,13,"neclin",0.432170170128286,0.244731892974334,0.159450635592242
"ctl","censored",82,12,"nec4param",0.395721773092331,0.395721773092331,0.343906391399636
"ctl","censored",83,13,"neclin",0.494155263024058,0.114640181161205,0.152143486261282
"ctl","censored",84,14,"neclin",0.448467630170367,0.264250783300463,0.115526511696573
"ctl","censored",85,13,"nec4param",0.261512451862943,0.261512451862943,0.456684237355777
"ctl","censored",86,13,"neclin",0.434336517137779,0.0832902905312137,0.243134179658883
"ctl","censored",87,14,"ecxwb1p3",0.271687816422987,0.0105191591747178,0.394683396486255
"ctl","censored",88,13,"ecxwb1p3",0.457244477888412,0.00176516985740831,0.571026231570481
"ctl","censored",89,14,"neclin",0.350948128405713,0.218013809728923,0.158610212942453
"ctl","censored",90,14,"neclin",0.38085821082305,0.0795107669614498,0.284116345227483
"ctl","censored",91,14,"ecxwb1p3",0.176783897650863,0.0148304866293766,0.26608112796231
"ctl","censored",92,14,"nec4param",0.330289809073912,0.330289809073912,0.219441173289608
"ctl","censored",93,13,"neclin",0.137681264974471,0.0979428014671115,0.185584441900822
"ctl","censored",94,13,"ecxsigm",0.211179178564118,0.0534008572001655,0.662221990338499
"ctl","censored",95,12,"nec4param",0.530407226945725,0.530407226945725,0.0951486062677233
"ctl","censored",96,13,"neclin",0.204466120112782,0.0775502520492364,0.606667863344082
"ctl","censored",97,13,"neclin",0.30741346612245,0.235424630761071,0.322219944564168
"ctl","censored",98,14,"neclin",0.338657888985118,0.10636935053414,0.270980746228792
"ctl","censored",99,13,"neclin",0.523108780443274,0.0366484071933318,0.118839187287862
"ctl","censored",100,14,"neclin",0.461957149187502,0.221638299216995,0.147800268178831
"ctl","deleted",1,14,"nec3param",0.239813698467023,0.195352214149383,0.544389727511113
"ctl","deleted",2,11,"ecxsigm",0.234311289104527,0.034444752372274,0.750209759257034
"ctl","deleted",3,12,"nec4param",0.204386415655726,0.204386415655726,0.583568076246013
"ctl","deleted",4,12,"nec4param",0.350261581706682,0.350261581706682,0.399002295919815
"ctl","deleted",5,11,"nec3param",0.340818971273171,0.33130202246978,0.532276640530096
"ctl","deleted",6,11,"nec4param",0.295482549017798,0.295482549017798,0.461902249073564
"ctl","deleted",7,14,"neclin",0.280304381732506,0.272829388367964,0.233692754688032
"ctl","deleted",8,13,"neclin",0.243256581011313,0.205046043562629,0.262207529936687
"ctl","deleted",9,12,"neclin",0.393775769021515,0.227492338812566,0.282697032030605
"ctl","deleted",10,13,"neclin",0.287331377153097,0.0521360685970245,0.402223084419307
"ctl","deleted",11,13,"nec3param",0.193939217369877,0.143532479990563,0.539537490422678
"ctl","deleted",12,13,"neclin",0.374461941397579,0.0491364382674959,0.363860512040236
"ctl","deleted",13,13,"ecxsigm",0.230257796462598,0.0726304780435387,0.520760105173331
"ctl","deleted",14,14,"nec3param",0.315215470324316,0.291058216056056,0.411413820914911
"ctl","deleted",15,13,"neclin",0.451713024106529,0.0949723492673321,0.34453882933163
"ctl","deleted",16,13,"ecxsigm",0.195983375792553,0.151001558341753,0.552876882630274
"ctl","deleted",17,13,"nec4param",0.29807859346613,0.29807859346613,0.50959124981865
"ctl","deleted",18,13,"nec3param",0.429581404979356,0.261801980659813,0.59711603363504
"ctl","deleted",19,14,"nec4param",0.334835828899449,0.334835828899449,0.394052587192855
"ctl","deleted",20,13,"neclin",0.237060243543273,0.111097558273556,0.288094396095167
"ctl","deleted",21,13,"ecxsigm",0.203640327689905,0.0404932878417099,0.692965681760797
"ctl","deleted",22,14,"neclin",0.491693497836332,0.102863956743775,0.24075336103251
"ctl","deleted",23,13,"nec3param",0.16419612196377,0.144675489623212,0.506190495944559
"ctl","deleted",24,13,"nec4param",0.206202684568314,0.206202684568314,0.378419435581369
"ctl","deleted",25,13,"ecxwb2p3",0.184531503654968,0.00566589927094135,0.505095792451321
"ctl","deleted",26,12,"ecxwb2p3",0.253454548575762,0.0277357101600055,0.435833781502301
"ctl","deleted",27,11,"nec4param",0.324612452270914,0.324612452270914,0.540820051388565
"ctl","deleted",28,12,"nec4param",0.43373667864845,0.43373667864845,0.34916347730177
"ctl","deleted",29,12,"ecxlin",0.346984659928119,0.00978278129907211,0.126035548100419
"ctl","deleted",30,13,"ecxwb2p3",0.184173949163422,0.0779137377076597,0.600071117236987
"ctl","deleted",31,12,"ecxwb2p3",0.214354052653638,0.176814807849095,0.569326428466436
"ctl","deleted",32,13,"neclin",0.389644391548179,0.0729866833264961,0.274219882878131
"ctl","deleted",33,13,"ecxsigm",0.178088113522933,0.105380748728491,0.508995083118762
"ctl","deleted",34,14,"neclin",0.29573261668438,0.232573666404354,0.2631873032445
"ctl","deleted",35,12,"neclin",0.332324289648811,0.107982504587637,0.398384331932317
"ctl","deleted",36,12,"nec4param",0.250482205313039,0.250482205313039,0.433673721265757
"ctl","deleted",37,13,"neclin",0.304435201106947,0.147776586289292,0.261405503069526
"ctl","deleted",38,14,"nec4param",0.213012196244991,0.213012196244991,0.384685343411641
"ctl","deleted",39,13,"ecxwb2p3",0.211058704995219,0.0261449824241139,0.620685439235816
"ctl","deleted",40,13,"ecxsigm",0.211210763791001,0.0617941856529476,0.522584991079973
"ctl","deleted",41,13,"nec3param",0.299742196828915,0.159367825447285,0.554104514374994
"ctl","deleted",42,14,"neclin",0.524307516959625,0.0859941907461523,0.19525091657353
"ctl","deleted",43,13,"nec4param",0.341973900189137,0.341973900189137,0.210991958783978
"ctl","deleted",44,13,"nec4param",0.255485753012174,0.255485753012174,0.563240468596425
"ctl","deleted",45,12,"nec4param",0.343918003748734,0.343918003748734,0.509315272112995
"ctl","deleted",46,14,"nec4param",0.182613830084169,0.182613830084169,0.54098998128379
"ctl","deleted",47,14,"neclin",0.395753068603712,0.15193839045189,0.23086433335946
"ctl","deleted",48,13,"nec4param",0.420931541577176,0.420931541577176,0.487787194898145
"ctl","deleted",49,11,"nec3param",0.320986317422007,0.251957318682549,0.583442053989464
"ctl","deleted",50,13,"neclin",0.238625235220848,0.0930315499342724,0.436027323233814
"ctl","deleted",51,14,"nec4param",0.242097118467618,0.242097118467618,0.409758793968255
"ctl","deleted",52,12,"nec3param",0.354436406383435,0.169343613649743,0.673796039894618
"ctl","deleted",53,11,"neclin",0.21545305958683,0.173179771867321,0.444572215924889
"ctl","deleted",54,13,"ecxwb2p3",0.240222053358059,0.0571958550302906,0.607053088160468
"ctl","deleted",55,13,"neclin",0.177062021977838,0.0733268239152357,0.522231043885317
"ctl","deleted",56,13,"ecxwb2p3",0.242178003921345,0.0549376362231555,0.587289045645452
"ctl","deleted",57,11,"nec4param",0.254085924190033,0.254085924190033,0.523728767590029
"ctl","deleted",58,14,"neclin",0.354494771915345,0.152060584098245,0.314748783291703
"ctl","deleted",59,11,"neclin",0.316043114295437,0.262539710243871,0.385022186957512
"ctl","deleted",60,14,"neclin",0.310740599828696,0.259893810752638,0.251231632423377
"ctl","deleted",61,13,"ecxsigm",0.219264498570947,0.0458245458627024,0.574761816655718
"ctl","deleted",62,13,"neclin",0.349962493363847,0.178894633179113,0.373776272189223
"ctl","deleted",63,12,"neclin",0.328345566744703,0.150934374481787,0.388052924891743
"ctl","deleted",64,13,"nec3param",0.226206832812453,0.172379241300139,0.394833385642358
"ctl","deleted",65,13,"ecxsigm",0.213318305939181,0.0188137669918936,0.491038486002792
"ctl","deleted",66,12,"nec4param",0.204739647981128,0.204739647981128,0.38657524921245
"ctl","deleted",67,14,"neclin",0.392459487457825,0.249577262685963,0.197622615611299
"ctl","deleted",68,14,"neclin",0.324032411228562,0.101654095734141,0.177753470819184
"ctl","deleted",69,13,"neclin",0.494366862749574,0.105510872495036,0.295458897034598
"ctl","deleted",70,14,"neclin",0.240274926839688,0.171717822527358,0.403492182733328
"ctl","deleted",71,13,"ecxsigm",0.214635713765492,0.0739123765281908,0.484306267398452
"ctl","deleted",72,13,"ecxwb2p3",0.276413426331964,0.0772059709798395,0.706422386961755
"ctl","deleted",73,11,"neclin",0.301481342189996,0.0704843035854228,0.305534104741492
"ctl","deleted",74,14,"ecxsigm",0.193674998522674,0.00771728916150886,0.614823834853137
"ctl","deleted",75,14,"neclin",0.326516783626269,0.178235224799072,0.332922224601255
"ctl","deleted",76,14,"neclin",0.595791346862616,0.17019656792152,0.110700104335728
"ctl","deleted",77,12,"nec4param",0.448328711746938,0.448328711746938,0.482229420218599
"ctl","deleted",78,13,"ecxsigm",0.239303548987387,0.0411952544885211,0.699931263494768
"ctl","deleted",79,14,"neclin",0.236189352942577,0.158938390730789,0.421407009630266
"ctl","deleted",80,13,"ecxsigm",0.187080248717003,0.0135765639240611,0.620941565395386
"ctl","deleted",81,13,"nec4param",0.296812620775743,0.296812620775743,0.323199752068346
"ctl","deleted",82,12,"nec3param",0.523157263654854,0.25272674185531,0.645928254497561
"ctl","deleted",83,13,"nec3param",0.42064614577711,0.176803883858217,0.647255761532679
"ctl","deleted",84,14,"nec4param",0.279121038979662,0.279121038979662,0.237111398901097
"ctl","deleted",85,13,"nec4param",0.226765033055197,0.226765033055197,0.526584200202372
"ctl","deleted",86,13,"nec4param",0.227734515925952,0.227734515925952,0.473776632685651
"ctl","deleted",87,14,"ecxll3",0.212995725467937,0.0135370366437961,0.576160461756836
"ctl","deleted",88,13,"ecxwb1p3",0.274535052657896,0.00453714077765585,0.45825448720144
"ctl","deleted",89,14,"nec4param",0.245966931843569,0.245966931843569,0.290837194667422
"ctl","deleted",90,14,"neclin",0.324605599771735,0.0834626926006192,0.362064760507971
"ctl","deleted",91,13,"ecxsigm",0.248093556309896,0.0320711293020616,0.621365561711417
"ctl","deleted",92,14,"nec4param",0.347810037211398,0.347810037211398,0.270985754116003
"ctl","deleted",93,13,"ecxsigm",0.152022702199157,0.0561155726655648,0.465806654285961
"ctl","deleted",94,13,"ecxsigm",0.212865556452538,0.0496554916662818,0.664255233262621
"ctl","deleted",95,12,"nec4param",0.516594822286519,0.516594822286519,0.340857237768568
"ctl","deleted",96,13,"ecxwb2p3",0.215901404377121,0.102076642480136,0.640383544274859
"ctl","deleted",97,13,"neclin",0.23963074207757,0.238376851606734,0.401099659704027
"ctl","deleted",98,14,"ecxsigm",0.164636452950442,0.140645791708013,0.490786184845489
"ctl","deleted",99,13,"neclin",0.513534727964085,0.0495785788274169,0.21777633153678
"ctl","deleted",100,13,"nec3param",0.305817304373763,0.238338079315823,0.538696204237095
"ctl","floored",1,14,"nec4param",0.226794363164643,0.226794363164643,0.478526766373342
"ctl","floored",2,11,"ecxsigm",0.244105933035194,0.038583670746176,0.690915449467768
"ctl","floored",3,13,"nec4param",0.293834599720329,0.293834599720329,0.344930402741135
"ctl","floored",4,12,"nec4param",0.485154959284201,0.485154959284201,0.170144501504284
"ctl","floored",5,12,"nec4param",0.387992903753002,0.387992903753002,0.25530883305867
"ctl","floored",6,11,"nec4param",0.341922602404544,0.341922602404544,0.203016395529375
"ctl","floored",7,14,"neclin",0.37188302220607,0.30344781061324,0.113879719422811
"ctl","floored",8,13,"neclin",0.29539968890618,0.249967160393774,0.115579173767998
"ctl","floored",9,12,"neclin",0.501255029216002,0.241513756241447,0.166239198978354
"ctl","floored",10,13,"neclin",0.302929934046536,0.0445093165613376,0.352976546886144
"ctl","floored",11,13,"nec4param",0.181373434110449,0.181373434110449,0.475748501828295
"ctl","floored",12,13,"neclin",0.397574841745364,0.0425883462713717,0.309317940244465
"ctl","floored",13,13,"neclin",0.158918606894254,0.0908918791250965,0.365752921153737
"ctl","floored",14,14,"nec4param",0.408014853281617,0.408014853281617,0.112309997247066
"ctl","floored",15,12,"neclin",0.601785909460328,0.0722753174047145,0.117103163735121
