"cell","arm","estimate","truth","n_run","n_used","bias","bias_mcse","rel_bias","rmse","coverage","coverage_mcse","width","delta","top_factor","R","cv_control","disp"
"p4","measured","ErC10",2.01968716248917,22,22,0.0131191461508191,0.00826886307744039,0.649563278634221,0.0400994766074215,0.909090909090909,0.0612908965875675,0.174656762347126,4,2,73,0.0186365299331132,"none"
"ctl","beta","ErC50",5.0532895646328,23,23,-0.197426686203507,0.0474021136175289,-3.90689438391312,0.297338905433343,1,0,1.57433029288643,4,1,2.3,0.096,"none"
"ctl","censored","ErC50",5.0532895646328,24,24,-0.0749327093451138,0.0407243316067028,-1.48285009965699,0.209188307944042,1,0,0.966381252159862,4,1,2.3,0.096,"none"
"ctl","deleted","ErC50",5.0532895646328,25,25,-0.0363919744474916,0.0488468521020306,-0.720164043283676,0.242051099668749,0.96,0.0391918358845309,1.07075810457529,4,1,2.3,0.096,"none"
"ctl","floored","ErC50",5.0532895646328,24,24,-0.054392774421876,0.0458858927045735,-1.07638348695793,0.226683529051205,1,0,1.01159217925126,4,1,2.3,0.096,"none"
"ctl","gamma","ErC50",5.0532895646328,23,23,-0.319911751646399,0.107435101272682,-6.33076231936939,0.596887050053725,1,0,2.73503802201343,4,1,2.3,0.096,"none"
"ctl","measured","ErC50",5.0532895646328,21,21,-0.0653091912750829,0.0397844141092609,-1.2924094382434,0.189529107488398,1,0,0.9755305652195,4,1,2.3,0.096,"none"
"d2","beta","ErC50",7.79489604573253,24,24,-0.450109601828456,0.0572418812655781,-5.77441442692334,0.527220268945618,0.958333333333333,0.04078937543219,2.61967714341884,2,2,2.3,0.096,"none"
"d2","censored","ErC50",7.79489604573253,24,24,-0.0459054116618312,0.0582714960759082,-0.58891627794014,0.283205497268516,1,0,1.60329147143315,2,2,2.3,0.096,"none"
"d2","deleted","ErC50",7.79489604573253,25,25,-0.101012489113369,0.0723004890788174,-1.29587987473766,0.368320757305025,0.96,0.0391918358845309,1.8912122929637,2,2,2.3,0.096,"none"
"d2","floored","ErC50",7.79489604573253,23,23,-0.366819735824226,0.0597310581307334,-4.70589644393076,0.461571558167669,0.869565217391304,0.0702237263554129,1.47549349159032,2,2,2.3,0.096,"none"
"d2","gamma","ErC50",7.79489604573253,25,25,0.350215013211172,0.193553138285811,4.492875994195,1.01082054373928,0.92,0.0542586398650021,3.87856020700441,2,2,2.3,0.096,"none"
"d2","measured","ErC50",7.79489604573253,25,25,-0.0662681542888981,0.0434529208615513,-0.850148018653539,0.222951161078975,1,0,1.42993165268807,2,2,2.3,0.096,"none"
"d8","beta","ErC50",3.33617149040127,23,23,-0.176588510475517,0.0273741648328995,-5.29314847823598,0.21833252125722,0.91304347826087,0.0587533847558414,0.878128411457427,8,2,2.3,0.096,"none"
"d8","censored","ErC50",3.33617149040127,23,23,-0.00790254603010832,0.0232471887978495,-0.236874694626619,0.1093249722059,1,0,0.53328537863449,8,2,2.3,0.096,"none"
"d8","deleted","ErC50",3.33617149040127,25,25,-0.0641177264757253,0.0277690430616011,-1.92189540196608,0.150392675718551,0.92,0.0542586398650021,0.624674764652369,8,2,2.3,0.096,"none"
"d8","floored","ErC50",3.33617149040127,24,24,-0.116977108477147,0.0271502945133164,-3.50632780160462,0.175036651097277,0.875,0.0675077156084152,0.545095620419609,8,2,2.3,0.096,"none"
"d8","gamma","ErC50",3.33617149040127,25,25,0.104851897591911,0.039251923042485,3.14288093083908,0.219022929232125,0.92,0.0542586398650021,0.986190380604066,8,2,2.3,0.096,"none"
"d8","measured","ErC50",3.33617149040127,23,23,0.0280713533693802,0.0208946148267184,0.841424172892377,0.101945423205953,1,0,0.45956828077887,8,2,2.3,0.096,"none"
"p1","beta","ErC50",5.0532895646328,26,26,-0.301069516144667,0.0452947482748231,-5.9578916326467,0.376740240860428,0.884615384615385,0.0626562680016194,1.41848035201323,4,2,2.3,0.096,"none"
"p1","censored","ErC50",5.0532895646328,24,24,-0.0801426341879266,0.0391543070156562,-1.58594976921237,0.20416467923158,0.916666666666667,0.0564169333655275,0.90817898915135,4,2,2.3,0.096,"none"
"p1","deleted","ErC50",5.0532895646328,23,23,-0.138952435439027,0.0516097275316536,-2.74974219588629,0.279116797746123,0.91304347826087,0.0587533847558414,1.01731482934861,4,2,2.3,0.096,"none"
"p1","floored","ErC50",5.0532895646328,26,26,-0.195460563444216,0.0464247213767687,-3.86798660445297,0.303457082195647,0.884615384615385,0.0626562680016194,0.841627033432912,4,2,2.3,0.096,"none"
"p1","gamma","ErC50",5.0532895646328,25,25,0.00804021097523133,0.0852569491188497,0.159108455440661,0.417749424830035,0.92,0.0542586398650021,2.20280566054797,4,2,2.3,0.096,"none"
"p1","measured","ErC50",5.0532895646328,23,23,-0.0936574786452873,0.0389292034987609,-1.85339623719135,0.205212930336388,1,0,0.939142278905726,4,2,2.3,0.096,"none"
"p2","beta","ErC50",5.0532895646328,24,24,-0.201620299813206,0.0320112550211279,-3.98988217940874,0.253415302618851,0.958333333333333,0.04078937543219,1.1962600530606,4,2,3.3,0.0669719164461943,"none"
"p2","censored","ErC50",5.0532895646328,24,24,0.0311581243764945,0.0283031603242191,0.616590915243912,0.139267415623488,1,0,0.636761832934313,4,2,3.3,0.0669719164461943,"none"
"p2","deleted","ErC50",5.0532895646328,25,25,-0.0288426710495822,0.0292870049398235,-0.570770201878942,0.146346805477812,1,0,0.699130505765326,4,2,3.3,0.0669719164461943,"none"
"p2","floored","ErC50",5.0532895646328,25,25,-0.101904400973237,0.0289729527589216,-2.01659532211355,0.17473086371735,0.92,0.0542586398650021,0.626873845275564,4,2,3.3,0.0669719164461943,"none"
"p2","gamma","ErC50",5.0532895646328,25,25,0.0708981758924851,0.0406827115067178,1.40301035564419,0.21153851592042,0.88,0.0649923072370877,1.27195899877447,4,2,3.3,0.0669719164461943,"none"
"p2","measured","ErC50",5.0532895646328,23,23,0.00968283968742245,0.0269829011241278,0.191614582215735,0.126930888092892,1,0,0.620100855189913,4,2,3.3,0.0669719164461943,"none"
"p3","beta","ErC50",5.05328956463279,26,26,-0.25825676622547,0.0175694449757751,-5.11066628821293,0.272788731842349,0.846153846153846,0.0707589393082923,0.736885096422223,4,2,17,0.0282221160540261,"none"
"p3","censored","ErC50",5.05328956463279,24,24,-0.00708563330743051,0.0182473376109189,-0.140218232436585,0.0877975443094226,1,0,0.36390991626841,4,2,17,0.0282221160540261,"none"
"p3","deleted","ErC50",5.05328956463279,22,22,-0.0184312530398367,0.0230146356291195,-0.36473771795771,0.107064716898623,1,0,0.398149640656777,4,2,17,0.0282221160540261,"none"
"p3","floored","ErC50",5.05328956463279,25,25,-0.115938660471824,0.0149151928960636,-2.2943205408861,0.137043367190987,0.56,0.0992773891679268,0.290792720984834,4,2,17,0.0282221160540261,"none"
"p3","gamma","ErC50",5.05328956463279,24,24,0.0163474399042931,0.0273767378511312,0.323500953096105,0.132308017991822,0.916666666666667,0.0564169333655275,0.425422048949984,4,2,17,0.0282221160540261,"none"
"p3","measured","ErC50",5.05328956463279,22,22,-0.00997046188750605,0.0157368365522017,-0.197306363705888,0.0728012268326237,0.818181818181818,0.0822303667030264,0.204254687761028,4,2,17,0.0282221160540261,"none"
"p4","beta","ErC50",5.0532895646328,25,25,-0.294494932607172,0.0112344720688352,-5.82778660990055,0.299593701594799,0.48,0.0999199679743744,0.584416669041811,4,2,73,0.0186365299331132,"none"
"p4","censored","ErC50",5.0532895646328,23,23,-0.0232607046687514,0.0114368869931874,-0.460308168990543,0.0584697599770643,1,0,0.279422283780747,4,2,73,0.0186365299331132,"none"
"p4","deleted","ErC50",5.0532895646328,22,22,-0.00503700005340768,0.0134573069203455,-0.0996776454027268,0.061874491271072,1,0,0.311970910990498,4,2,73,0.0186365299331132,"none"
"p4","floored","ErC50",5.0532895646328,25,25,-0.118831499625748,0.00745375207835689,-2.35156719411908,0.124315435020752,0.24,0.0854166260162505,0.201675523602339,4,2,73,0.0186365299331132,"none"
"p4","gamma","ErC50",5.0532895646328,23,23,-0.0120758289597616,0.0206531924914117,-0.238969661352447,0.0976218293568918,0.956521739130435,0.0425225779932022,0.283354997778377,4,2,73,0.0186365299331132,"none"
"p4","measured","ErC50",5.0532895646328,22,22,-0.00523754300763191,0.0064856974285076,-0.103646207893739,0.0301791575524226,0.954545454545455,0.0444094736781088,0.137597705718147,4,2,73,0.0186365299331132,"none"
"ctl","beta","NSEC",1.3,23,23,-0.243212828172216,0.0553780133108324,-18.7086790901705,0.355837625426447,1,0,1.66295805307122,4,1,2.3,0.096,"none"
"ctl","censored","NSEC",1.3,24,24,0.104407796161254,0.0475588774520988,8.03136893548107,0.250845499985222,1,0,1.37773206488768,4,1,2.3,0.096,"none"
"ctl","deleted","NSEC",1.3,25,25,0.0721590307772626,0.0545881523008785,5.55069467517405,0.276990466698202,1,0,1.4656860068036,4,1,2.3,0.096,"none"
"ctl","floored","NSEC",1.3,24,24,0.0845044421535628,0.0461412976225205,6.50034170412021,0.236872213879879,1,0,1.40972801458507,4,1,2.3,0.096,"none"
"ctl","gamma","NSEC",1.3,23,23,0.947141627650191,0.158929466287339,72.8570482807839,1.2053073958224,0.956521739130435,0.0425225779932022,3.08167147725164,4,1,2.3,0.096,"none"
"ctl","measured","NSEC",1.3,21,21,0.154370987839756,0.0446237778871496,11.8746913722889,0.252301472340245,1,0,1.32295621774019,4,1,2.3,0.096,"none"
"d2","beta","NSEC",1.3,24,24,0.150836758902767,0.0663011419274544,11.6028276079052,0.351931925969546,1,0,2.23091751661549,2,2,2.3,0.096,"none"
"d2","censored","NSEC",1.3,24,24,0.0109346074057961,0.122688237391114,0.8411236465997,0.58849371135493,1,0,2.28515830411154,2,2,2.3,0.096,"none"
"d2","deleted","NSEC",1.3,25,25,0.0611404935332189,0.106972294930456,4.70311488717069,0.527609595377118,1,0,2.11940225943669,2,2,2.3,0.096,"none"
"d2","floored","NSEC",1.3,23,23,-0.131866875362251,0.0818699896119269,-10.1436057970963,0.406014983956329,0.956521739130435,0.0425225779932022,2.13052642780246,2,2,2.3,0.096,"none"
"d2","gamma","NSEC",1.3,25,25,1.28794361167444,0.398323919866434,99.0725855134184,2.33809440146442,0.88,0.0649923072370877,5.83251675377885,2,2,2.3,0.096,"none"
"d2","measured","NSEC",1.3,25,25,-0.109067530005539,0.124546979609415,-8.38981000042608,0.61982459552472,1,0,2.26630856642715,2,2,2.3,0.096,"none"
"d8","beta","NSEC",1.3,23,23,-0.135378412585335,0.0725152285729784,-10.4137240450258,0.366078405323141,0.956521739130435,0.0425225779932022,1.39184338880974,8,2,2.3,0.096,"none"
"d8","censored","NSEC",1.3,23,23,0.0566215067780191,0.0414329184244066,4.35550052138609,0.202418139185724,0.956521739130435,0.0425225779932022,1.04731853681211,8,2,2.3,0.096,"none"
"d8","deleted","NSEC",1.3,25,25,0.0240512242525768,0.0364025068967932,1.85009417327514,0.179949664042347,1,0,1.05624887979647,8,2,2.3,0.096,"none"
"d8","floored","NSEC",1.3,24,24,-0.0669858396027705,0.0605175530595725,-5.15275689252081,0.297861897460226,1,0,1.24605496149292,8,2,2.3,0.096,"none"
"d8","gamma","NSEC",1.3,25,25,-0.239329219679496,0.110215656381674,-18.4099399753458,0.590608378938054,0.64,0.096,2.24562995792215,8,2,2.3,0.096,"none"
"d8","measured","NSEC",1.3,23,23,0.0429484587629765,0.0490590646216254,3.30372759715204,0.23408116153204,0.956521739130435,0.0425225779932022,1.01553222564617,8,2,2.3,0.096,"none"
"p1","beta","NSEC",1.3,26,26,-0.131230356324187,0.0606570715170361,-10.0946427941682,0.33045939924073,0.923076923076923,0.0522589400374429,1.7007366618526,4,2,2.3,0.096,"none"
