"dataset","arm","model","weight","max_rhat","min_ess_tail"
"c_proliferum2","deleted","ecxwb1p3",0.0598761336577919,1.00086378702741,2154.90772601778
"c_proliferum2","deleted","ecxwb2p3",0.114069468706553,1.00031070443785,4300.90845144806
"c_proliferum2","deleted","ecxll5",0.0311898224917074,1.00196789250317,941.816566685974
"c_proliferum2","deleted","ecxll4",0.0223914785713393,1.00084245256858,1520.85424027486
"c_proliferum2","deleted","ecxll3",0.0608955024226833,1.0004195703409,3637.88983244999
"c_proliferum2","floored","nec3param",0.000354050987790893,1.00010903194496,1436.09742923909
"c_proliferum2","floored","nec4param",0.000495674847376301,1.00038043904741,3024.76316512963
"c_proliferum2","floored","neclin",4.73851834754877e-18,1.00012273941381,2525.89600316456
"c_proliferum2","floored","ecxlin",2.20151337011415e-18,1.00027256590787,4439.85822368419
"c_proliferum2","floored","ecxexp",2.53810268757956e-21,1.00099318799264,3704.95799134485
"c_proliferum2","floored","ecxsigm",0.486788461416624,1.00360390786879,2803.27435469499
"c_proliferum2","floored","ecx4param",0.0451091414279555,1.00033897597126,4029.67761112966
"c_proliferum2","floored","ecxwb1",0.0818761669134401,1.00007998809386,3920.44896599949
"c_proliferum2","floored","ecxwb2",0.0328993545477533,1.00056789905336,3694.93312507799
"c_proliferum2","floored","ecxwb1p3",0.157667676556312,1.00044908491733,3518.43834644201
"c_proliferum2","floored","ecxwb2p3",0.033962157245202,1.00048512784966,4587.02008715623
"c_proliferum2","floored","ecxll5",0.048056393202853,1.00070767312148,1686.75872784109
"c_proliferum2","floored","ecxll4",0.0513995752001845,1.00048604494403,4323.772828534
"c_proliferum2","floored","ecxll3",0.0613913476545076,1.00009198890794,4146.65025342277
"c_proliferum2","gamma","nec3param",3.02078016460733e-35,1.00094339776426,2928.79462636666
"c_proliferum2","gamma","nec4param",5.41153736574699e-20,1.00024344826225,4056.25294908049
"c_proliferum2","gamma","ecxexp",1.5753080937466e-43,1.0006696827654,3465.4979812764
"c_proliferum2","gamma","ecxsigm",8.12009258686376e-39,1.00025990977817,2764.04139067495
"c_proliferum2","gamma","ecx4param",6.04473831482554e-11,1.00055814530425,4148.28627276367
"c_proliferum2","gamma","ecxwb1",0.999999999877645,1.00102371502409,3679.51950655568
"c_proliferum2","gamma","ecxwb2",3.76921917950204e-17,1.00083084060274,4047.27496379791
"c_proliferum2","gamma","ecxwb1p3",3.99475375106807e-41,1.00189376763702,1083.95420358058
"c_proliferum2","gamma","ecxwb2p3",8.01147757659556e-38,1.00014378053277,1181.87403017966
"c_proliferum2","gamma","ecxll4",6.19076945862802e-11,1.00033382056886,4025.33339154342
"c_proliferum2","gamma","ecxll3",1.79067925793879e-38,1.00170928838338,1792.1841738515
"c_proliferum2","measured","nec3param",6.23008344401013e-52,1.01401416572889,75.2195423532706
"c_proliferum2","measured","nec4param",1.52787044035781e-07,1.000168318869,3466.5706441178
"c_proliferum2","measured","neclin",0.0507149404938404,1.00048383980341,3221.13171063232
"c_proliferum2","measured","ecxlin",2.63559137843473e-29,1.00097792360715,3702.71090974906
"c_proliferum2","measured","ecxexp",9.73407802418265e-54,1.00072224849896,4324.63935542474
"c_proliferum2","measured","ecxsigm",2.41742731479213e-51,1.00060798013123,3127.4761779779
"c_proliferum2","measured","ecx4param",0.0336377992995639,1.00014322998168,1408.29337268155
"c_proliferum2","measured","ecxwb1",0.0203440003574161,0.999933397743077,1581.46131883854
"c_proliferum2","measured","ecxwb2",0.862327184399318,1.00045444239166,1593.08327215521
"c_proliferum2","measured","ecxwb1p3",3.39758641098498e-51,1.00027677799045,688.664486576564
"c_proliferum2","measured","ecxwb2p3",1.91987383253406e-51,1.00140591540551,224.785848276271
"c_proliferum2","measured","ecxll4",0.0329759226628174,1.00258251701081,1101.35902051405
"c_proliferum2","measured","ecxll3",3.12999046146992e-51,0.999920986483421,226.811374466745
"r_salina","beta","nec3param",1.24674714778376e-11,1.00035341886754,1548.3603251279
"r_salina","beta","nec4param",0.0331489416448873,1.00065384861276,1888.96536036289
"r_salina","beta","ecxexp",1.59468666543849e-20,1.0016206939322,4058.6350282733
"r_salina","beta","ecxsigm",8.67345479835659e-19,1.00116558425221,3616.12212289906
"r_salina","beta","ecx4param",0.0458936254711586,1.00068712241988,871.624076765309
"r_salina","beta","ecxwb1",0.839569320747124,1.00072865427554,1652.5106211905
"r_salina","beta","ecxwb2",0.0342159106345716,1.00015149232413,1430.90051412612
"r_salina","beta","ecxwb1p3",2.78436588128138e-36,1.00099248118788,3061.61452896244
"r_salina","beta","ecxwb2p3",4.89453836224584e-14,1.00033340332111,2139.22879956667
"r_salina","beta","ecxll4",0.0471722014897416,1.00014416678094,677.542238418905
"r_salina","beta","ecxll3",2.07131543868737e-18,1.00044111118811,2586.9877339734
"r_salina","censored","nec3param",8.12824891941974e-98,1.01097953840345,175.190563351032
"r_salina","censored","nec4param",0.0263092626264047,1.00094055005938,1961.75821713402
"r_salina","censored","neclin",0.029242876270208,1.00126187443415,1525.42223594639
"r_salina","censored","ecxlin",5.72016400288072e-58,0.999927979937172,4117.96343587817
"r_salina","censored","ecxexp",3.98890099144252e-99,1.00079064602915,4021.53220768133
"r_salina","censored","ecxsigm",4.55526068353365e-98,0.999966887206818,3271.18359760507
"r_salina","censored","ecx4param",0.267752263538335,1.00116976898105,432.589164815723
"r_salina","censored","ecxwb1",0.379062187248049,1.00030986135861,805.018257091597
"r_salina","censored","ecxwb2",0.0294154068159482,1.00411131763193,1441.65233465536
"r_salina","censored","ecxwb1p3",5.65986495887863e-98,1.00253554378523,358.654739500864
"r_salina","censored","ecxwb2p3",5.87912730093747e-98,1.00046630533076,694.332261049375
"r_salina","censored","ecxll4",0.268218003501055,1.00138870398771,720.994407055374
"r_salina","censored","ecxll3",5.25703999755517e-98,1.00539539932036,672.071604200976
"r_salina","deleted","nec3param",0.136830215181915,1.0002800325333,184.476919021355
"r_salina","deleted","nec4param",0.0308053122423263,1.00110083797512,627.936556149142
"r_salina","deleted","neclin",0.126212659892905,1.00446655339239,128.52806491101
"r_salina","deleted","ecxlin",5.91058920834473e-15,1.00319203264101,4477.80298574287
"r_salina","deleted","ecxexp",7.18063996808028e-17,1.00010949897065,3743.96110554478
"r_salina","deleted","ecxsigm",0.177616484590419,1.00010826012297,1855.44890626657
"r_salina","deleted","ecx4param",0.0988254165570559,1.00187439645777,810.89855337572
"r_salina","deleted","ecxwb1",0.103297847641529,1.00230844586822,254.769530453342
"r_salina","deleted","ecxwb2",0.114888066893689,1.00103650978037,496.956182032418
"r_salina","deleted","ecxwb1p3",3.15537326634074e-14,1.00092920419564,2268.96495457155
"r_salina","deleted","ecxwb2p3",0.116148236456019,1.00560788637586,197.141808819564
"r_salina","deleted","ecxll4",0.0932418839036956,1.00202480473789,228.206258952808
"r_salina","deleted","ecxll3",0.00213387664040913,1.00039878852561,1640.32759456241
"r_salina","floored","nec3param",0.0188868280405161,1.00129692508774,552.051487472214
"r_salina","floored","nec4param",0.0103315841032673,1.00472648932747,121.095238439338
"r_salina","floored","neclin",3.31637813430838e-62,1.00017025709739,3257.51034081268
"r_salina","floored","ecxlin",4.63822707802908e-62,1.00009966928306,4549.90189933204
"r_salina","floored","ecxexp",1.66370962035506e-49,1.00003679948277,4052.97765460487
"r_salina","floored","ecxsigm",0.0922854375583369,1.00224106084625,1946.66026641726
"r_salina","floored","ecx4param",0.0126902816089859,1.00044133993336,1955.16854588995
"r_salina","floored","ecxwb1",0.310093245225522,1.00022363701216,3538.94323189614
"r_salina","floored","ecxwb2",0.0109087618245839,1.00137050880422,717.970004137234
"r_salina","floored","ecxwb1p3",0.497255775841193,1.00011507623921,2008.35039543501
"r_salina","floored","ecxwb2p3",0.0176249933784308,1.00018965565818,578.930228415443
"r_salina","floored","ecxll4",0.0122243167429136,1.00288534957228,867.978411267526
"r_salina","floored","ecxll3",0.0176987756762507,1.00146546313325,1056.482853569
"r_salina","gamma","nec3param",1.57748122434336e-93,1.00035657095742,3038.11643514897
"r_salina","gamma","nec4param",0.0360337390852764,1.00022249646754,1590.91951764373
"r_salina","gamma","ecxexp",1.42458455800503e-93,1.00020295104975,4271.19250143899
"r_salina","gamma","ecxsigm",1.72535675947358e-94,1.00130549550435,2586.52299658316
"r_salina","gamma","ecx4param",0.0297314755906545,1.00078167210686,313.911833497998
"r_salina","gamma","ecxwb1",0.869415043206017,1.00020954346283,1200.77893819159
"r_salina","gamma","ecxwb2",0.0351005300975358,1.00502236262987,44.3986625642461
"r_salina","gamma","ecxwb1p3",3.68190102605791e-101,1.00046067132005,1813.95553250447
"r_salina","gamma","ecxwb2p3",5.20596200501952e-95,1.00026646087583,2661.8818836959
"r_salina","gamma","ecxll4",0.0297192120205166,1.0003325045488,2010.55014783266
"r_salina","gamma","ecxll3",6.70472987407064e-96,1.00016069828575,3761.56456267932
"r_salina","measured","nec3param",1.26735207866226e-60,1.05158552346496,86.9121256196809
"r_salina","measured","nec4param",0.240452004332788,1.00022208298735,688.589246328327
"r_salina","measured","neclin",4.09307420224401e-46,1.00139019364389,3450.01085485437
"r_salina","measured","ecxlin",6.23920840133359e-46,1.00063215450982,4243.53861865134
"r_salina","measured","ecxexp",2.11905419538196e-62,1.00014939726029,3511.28625890899
"r_salina","measured","ecxsigm",5.93899854344413e-61,1.00068184170306,2876.20045677427
"r_salina","measured","ecx4param",0.0998717746491718,1.00154850018485,264.210554585447
"r_salina","measured","ecxwb1",0.424577575427972,1.00457593021415,100.281492676251
"r_salina","measured","ecxwb2",0.171485389072006,1.00051984559977,724.721577122386
"r_salina","measured","ecxwb1p3",7.39745782493393e-61,1.0043402861223,716.860435720608
"r_salina","measured","ecxwb2p3",8.46439853759526e-61,1.00047198115836,404.303144197225
"r_salina","measured","ecxll4",0.0636132565180626,1.00329295787731,426.008676292411
"r_salina","measured","ecxll3",7.90277505153732e-61,1.00556195439344,579.379570542271
"r_salina2","beta","nec3param",8.66299974518423e-14,1.00090277175945,827.017171819164
"r_salina2","beta","nec4param",0.286716292287427,1.00091146397455,3166.93450181951
"r_salina2","beta","ecxexp",3.6081817206304e-16,1.00032733747653,1912.7919402453
"r_salina2","beta","ecxsigm",1.47750981809565e-16,1.00053355640999,2883.46531247406
"r_salina2","beta","ecx4param",0.112955968992047,1.00053706466123,4366.13252580718
"r_salina2","beta","ecxwb1",0.042534322888528,1.00107789903153,3677.29521167467
"r_salina2","beta","ecxwb2",0.430167970173256,1.0008237568181,4352.967140857
"r_salina2","beta","ecxwb1p3",4.95285141387107e-22,1.00036716736261,2281.42823769519
"r_salina2","beta","ecxwb2p3",1.30378942045547e-17,1.00050388029198,1906.46668940594
"r_salina2","beta","ecxll4",0.127625445658655,1.00051002176043,4562.96340128643
"r_salina2","beta","ecxll3",1.02282422376837e-19,1.00080095356922,1686.15967440256
"r_salina2","censored","nec3param",7.93339016193808e-34,1.11178860364583,13.5735564294167
"r_salina2","censored","nec4param",0.894422186303312,1.00147587705491,1980.18753272741
"r_salina2","censored","neclin",0.0899652975887754,1.00151077846801,2271.72112958544
"r_salina2","censored","ecxlin",0.013881036679575,0.999967976242221,4323.92920962414
"r_salina2","censored","ecxexp",3.93792844218697e-35,1.00003581660883,3435.44167455412
"r_salina2","censored","ecxsigm",1.5987919248985e-34,1.00032819639259,3035.27838488423
"r_salina2","censored","ecx4param",0.000987251524101842,1.00188786091943,526.616822934207
"r_salina2","censored","ecxwb2",0.000744227904235723,1.00659296615142,255.487209545882
"r_salina2","censored","ecxwb1p3",3.83533071632837e-34,1.00179158495206,547.338744506894
"r_salina2","censored","ecxwb2p3",2.81827221300569e-34,1.0008948441818,505.809436252758
"r_salina2","deleted","nec3param",0.136784785096944,1.00001821907558,2794.90923709077
"r_salina2","deleted","nec4param",0.0880421017164817,1.00110843717749,2007.0155841356
"r_salina2","deleted","neclin",0.0127264118800115,1.00125011141703,2377.91432159709
"r_salina2","deleted","ecxlin",0.00278121468295351,1.00003469225996,3921.36169992714
"r_salina2","deleted","ecxexp",1.99542953380906e-07,1.00135008800593,4303.63375305455
"r_salina2","deleted","ecxsigm",0.130571629933281,1.0008869223839,2782.08618518667
"r_salina2","deleted","ecx4param",0.0816217160461499,1.00106178832118,1021.75695533328
"r_salina2","deleted","ecxwb1",0.0276579233215933,1.00149256765044,142.810728900557
"r_salina2","deleted","ecxwb2",0.0997807821443774,1.00005986581892,1452.58464641946
"r_salina2","deleted","ecxwb2p3",0.196722812282384,1.00025029570121,4149.56420663146
"r_salina2","deleted","ecxll4",0.0890733712480728,1.00116265633189,908.328430446762
"r_salina2","deleted","ecxll3",0.134237052104797,1.00050048168023,4154.53543754418
"r_salina2","floored","nec3param",0.00993765875124878,1.00582870305756,63.6153801665989
"r_salina2","floored","nec4param",0.124265348700856,1.00120301097734,3359.58684033194
"r_salina2","floored","neclin",1.03116046835489e-29,1.0003227123592,3886.18496187471
"r_salina2","floored","ecxlin",1.7192450139549e-29,1.00022104861592,3947.60827475294
"r_salina2","floored","ecxexp",0.000933118598438742,1.00092563954822,4081.51482387227
"r_salina2","floored","ecxsigm",0.16527523912852,1.00118447743526,3068.36031672377
"r_salina2","floored","ecx4param",0.0756485719823076,1.00049183841796,5172.02963024881
"r_salina2","floored","ecxwb1",0.0458650231853541,1.00048898918502,3590.49005719699
"r_salina2","floored","ecxwb2",0.148441988261807,0.999991806864155,4874.63573299674
"r_salina2","floored","ecxwb1p3",0.0750153710477346,1.00021313986247,4110.30792844744
"r_salina2","floored","ecxwb2p3",0.186254599840826,1.00049841395812,5039.54442184344
"r_salina2","floored","ecxll5",0.100141094153649,1.00044209435448,983.849834470599
"r_salina2","floored","ecxll4",0.0682219863492581,1.00066614142709,5091.29002080005
"r_salina2","gamma","nec3param",2.48731604555889e-08,1.00090814885478,3008.02883464142
"r_salina2","gamma","nec4param",0.225999300588273,1.00063655027724,3810.12857403429
"r_salina2","gamma","ecxexp",2.62280336992173e-08,0.999934464971571,3743.01989368764
"r_salina2","gamma","ecxsigm",5.70914093497729e-05,1.00072771180431,2442.75161844591
"r_salina2","gamma","ecx4param",0.123586689168066,1.00014683706294,3639.36462293279
"r_salina2","gamma","ecxwb1",0.319733488652012,1.00110800727898,1933.42404219861
"r_salina2","gamma","ecxwb2",0.219302729227552,1.00034077753523,3903.200585135
"r_salina2","gamma","ecxwb1p3",1.64300152679922e-13,1.00100904290665,1613.9634602976
"r_salina2","gamma","ecxwb2p3",1.33588631574446e-09,1.00079837067393,3702.41107213499
"r_salina2","gamma","ecxll4",0.111320648123102,1.00034853216355,3585.37941773545
"r_salina2","gamma","ecxll3",3.94400364453346e-10,1.0008194385298,3159.80842618817
"r_salina2","measured","nec3param",2.01967275943449e-22,1.16351597804066,59.6111798355481
"r_salina2","measured","nec4param",0.894472761792896,1.00306004770848,2290.52895251303
"r_salina2","measured","neclin",0.00595747484863722,1.00040091214665,2456.60042675676
"r_salina2","measured","ecxlin",0.00760744395888978,0.999967153019563,3914.07942962286
"r_salina2","measured","ecxexp",7.51677008980831e-23,1.0004083987757,4062.563829948
"r_salina2","measured","ecxsigm",2.19679496618353e-22,1.00024939834853,3560.20295107452
"r_salina2","measured","ecx4param",0.0410206845575862,1.00113484070667,1904.04024014919
"r_salina2","measured","ecxwb2",0.050941634841991,1.00035688727815,1729.30263259673
"r_salina2","measured","ecxwb2p3",2.45532245444831e-22,1.00694303344472,404.917861688924
